0 28
1 20
2 16
3 20
4 16
5 14
6 24
7 20
8 14
9 16
10 22
11 24
12 6
13 16
14 18
15 18
16 8
17 22
18 18
19 12
20 28
21 26
22 18
23 24
24 16
25 24
26 14
27 14
28 24
29 20
30 22
31 12
32 24
33 12
34 20
35 18
36 16
37 20
38 20
39 12
40 22
41 18
42 14
43 18
44 20
45 16
46 14
47 18
48 16
49 8
50 16
51 16
52 26
53 16
54 22
55 16
56 16
57 22
58 12
59 10
60 14
61 12
62 22
63 26
64 8
65 16
66 18
67 14
68 22
69 18
70 16
71 22
72 16
73 12
74 14
75 14
76 22
77 18
78 30
79 18
80 12
