# step Etot Epot T p 
1294 -8519.4564 -8519.4564 0.0 396.4496 
1295 -8519.4497 -8519.4497 0.0 396.5147 
1296 -8519.4564 -8519.4564 0.0 396.4561 
1297 -8520.4937 -8520.4937 0.0 398.4859 
1298 -8504.7126 -8504.7126 0.0 400.1766 
1299 -8522.0855 -8522.0855 0.0 397.644 
1300 -8522.0701 -8522.0701 0.0 397.7316 
1301 -8522.0854 -8522.0854 0.0 397.6528 
1302 -8522.0855 -8522.0855 0.0 397.6464 
1303 -8522.0855 -8522.0855 0.0 397.644 
1304 -8522.0157 -8522.0157 0.0 400.6099 
1305 -8524.3541 -8524.3541 0.0 399.1786 
1306 -8524.3315 -8524.3315 0.0 399.3272 
1307 -8524.3541 -8524.3541 0.0 399.1934 
1308 -8523.8983 -8523.8983 0.0 401.7639 
1309 -8526.4623 -8526.4623 0.0 400.4749 
1310 -8526.4386 -8526.4386 0.0 400.609 
1311 -8526.4624 -8526.4624 0.0 400.4883 
1312 -8526.4623 -8526.4623 0.0 400.4823 
1313 -8526.4624 -8526.4624 0.0 400.4883 
1314 -8528.2584 -8528.2584 0.0 401.6055 
1315 -8515.9901 -8515.9901 0.0 402.5308 
1316 -8529.2142 -8529.2142 0.0 401.2176 
1317 -8529.2057 -8529.2057 0.0 401.2576 
1318 -8529.2142 -8529.2142 0.0 401.2217 
1319 -8529.2142 -8529.2142 0.0 401.2202 
1320 -8529.2142 -8529.2142 0.0 401.2217 
1321 -8530.4052 -8530.4052 0.0 400.5857 
1322 -8516.2699 -8516.2699 0.0 399.7497 
1323 -8531.7505 -8531.7505 0.0 400.883 
1324 -8531.7384 -8531.7384 0.0 400.8549 
1325 -8531.7503 -8531.7503 0.0 400.8803 
1326 -8531.7505 -8531.7505 0.0 400.8825 
1327 -8532.7404 -8532.7404 0.0 401.9357 
1328 -8517.9259 -8517.9259 0.0 402.7858 
1329 -8534.2334 -8534.2334 0.0 401.5038 
1330 -8534.2195 -8534.2195 0.0 401.5488 
1331 -8534.2335 -8534.2335 0.0 401.5083 
1332 -8534.2335 -8534.2335 0.0 401.5067 
1333 -8534.2335 -8534.2335 0.0 401.5062 
1334 -8534.2335 -8534.2335 0.0 401.5059 
1335 -8534.2335 -8534.2335 0.0 401.5057 
1336 -8534.2335 -8534.2335 0.0 401.5059 
1337 -8534.3068 -8534.3068 0.0 405.091 
1338 -8516.7483 -8516.7483 0.0 408.3834 
1339 -8536.4551 -8536.4551 0.0 403.355 
1340 -8536.4334 -8536.4334 0.0 403.5327 
1341 -8536.4548 -8536.4548 0.0 403.3728 
1342 -8536.4551 -8536.4551 0.0 403.3572 
1343 -8536.4552 -8536.4552 0.0 403.3587 
1344 -8536.7363 -8536.7363 0.0 405.5962 
1345 -8519.708 -8519.708 0.0 407.5898 
1346 -8538.7443 -8538.7443 0.0 404.549 
1347 -8538.7261 -8538.7261 0.0 404.6561 
1348 -8538.7445 -8538.7445 0.0 404.5596 
1349 -8538.7444 -8538.7444 0.0 404.5563 
1350 -8538.7445 -8538.7445 0.0 404.5596 
1351 -8537.5422 -8537.5422 0.0 407.8336 
1352 -8540.6813 -8540.6813 0.0 406.0458 
1353 -8540.6521 -8540.6521 0.0 406.2292 
1354 -8540.681 -8540.681 0.0 406.0643 
1355 -8540.6812 -8540.6812 0.0 406.0482 
1356 -8540.6813 -8540.6813 0.0 406.0458 
1357 -8540.9278 -8540.9278 0.0 406.2888 
1358 -8523.7598 -8523.7598 0.0 406.3247 
1359 -8542.9638 -8542.9638 0.0 406.2019 
1360 -8542.9445 -8542.9445 0.0 406.2131 
1361 -8542.9638 -8542.9638 0.0 406.2031 
1362 -8543.287 -8543.287 0.0 406.9784 
1363 -8526.6794 -8526.6794 0.0 407.5557 
1364 -8545.2268 -8545.2268 0.0 406.6351 
1365 -8545.2098 -8545.2098 0.0 406.6711 
1366 -8545.227 -8545.227 0.0 406.6387 
1367 -8545.2271 -8545.2271 0.0 406.6377 
1368 -8545.2269 -8545.2269 0.0 406.6374 
1369 -8545.2271 -8545.2271 0.0 406.6377 
1370 -8545.5558 -8545.5558 0.0 409.0073 
1371 -8529.1715 -8529.1715 0.0 411.1749 
1372 -8547.4658 -8547.4658 0.0 407.8994 
1373 -8547.4473 -8547.4473 0.0 408.0128 
1374 -8547.4656 -8547.4656 0.0 407.9108 
1375 -8547.4658 -8547.4658 0.0 407.9013 
1376 -8547.4658 -8547.4658 0.0 407.8994 
1377 -8547.2731 -8547.2731 0.0 413.2727 
1378 -8549.5317 -8549.5317 0.0 410.5655 
1379 -8549.7133 -8549.7133 0.0 414.2955 
1380 -8533.7429 -8533.7429 0.0 417.7443 
1381 -8551.6307 -8551.6307 0.0 412.5108 
1382 -8551.613 -8551.613 0.0 412.692 
1383 -8551.6304 -8551.6304 0.0 412.529 
1384 -8551.6308 -8551.6308 0.0 412.5125 
1385 -8552.2158 -8552.2158 0.0 413.3926 
1386 -8537.898 -8537.898 0.0 414.0539 
1387 -8553.7819 -8553.7819 0.0 413.0184 
1388 -8553.7671 -8553.7671 0.0 413.0581 
1389 -8553.7816 -8553.7816 0.0 413.0225 
1390 -8553.7819 -8553.7819 0.0 413.0189 
1391 -8553.7819 -8553.7819 0.0 413.0185 
1392 -8553.873 -8553.873 0.0 415.7971 
1393 -8538.5795 -8538.5795 0.0 418.3249 
1394 -8555.7391 -8555.7391 0.0 414.4586 
1395 -8555.7213 -8555.7213 0.0 414.5952 
1396 -8555.7387 -8555.7387 0.0 414.4724 
1397 -8555.7391 -8555.7391 0.0 414.4599 
1398 -8555.7391 -8555.7391 0.0 414.4586 
1399 -8556.1963 -8556.1963 0.0 413.607 
1400 -8542.5003 -8542.5003 0.0 412.5583 
1401 -8557.7337 -8557.7337 0.0 414.0321 
1402 -8557.7191 -8557.7191 0.0 413.9916 
1403 -8557.7337 -8557.7337 0.0 414.0281 
1404 -8558.4952 -8558.4952 0.0 416.0988 
1405 -8546.235 -8546.235 0.0 418.0289 
1406 -8559.7578 -8559.7578 0.0 415.2037 
1407 -8560.2488 -8560.2488 0.0 416.5936 
1408 -8547.3403 -8547.3403 0.0 417.804 
1409 -8561.6816 -8561.6816 0.0 415.9731 
1410 -8561.6672 -8561.6672 0.0 416.0371 
1411 -8561.6816 -8561.6816 0.0 415.9795 
1412 -8561.6817 -8561.6817 0.0 415.9741 
1413 -8562.9573 -8562.9573 0.0 417.6555 
1414 -8552.6292 -8552.6292 0.0 419.218 
1415 -8563.8334 -8563.8334 0.0 417.016 
1416 -8563.8246 -8563.8246 0.0 417.081 
1417 -8563.8333 -8563.8333 0.0 417.0225 
1418 -8563.8334 -8563.8334 0.0 417.0172 
1419 -8564.0177 -8564.0177 0.0 416.9402 
1420 -8550.4697 -8550.4697 0.0 416.6512 
1421 -8565.634 -8565.634 0.0 417.0052 
1422 -8565.6187 -8565.6187 0.0 417.0009 
1423 -8565.6339 -8565.6339 0.0 417.0049 
1424 -8565.634 -8565.634 0.0 417.0052 
1425 -8566.4368 -8566.4368 0.0 418.4878 
1426 -8554.8116 -8554.8116 0.0 419.8163 
1427 -8567.6074 -8567.6074 0.0 417.863 
1428 -8567.5968 -8567.5968 0.0 417.9264 
1429 -8567.6073 -8567.6073 0.0 417.8693 
1430 -8568.4279 -8568.4279 0.0 421.2157 
1431 -8556.9032 -8556.9032 0.0 424.4097 
1432 -8569.5818 -8569.5818 0.0 419.7853 
1433 -8570.1915 -8570.1915 0.0 419.5783 
1434 -8557.8208 -8557.8208 0.0 419.1673 
1435 -8571.5138 -8571.5138 0.0 419.6998 
1436 -8572.2022 -8572.2022 0.0 420.7068 
1437 -8559.9164 -8559.9164 0.0 421.5088 
1438 -8573.4867 -8573.4867 0.0 420.2853 
1439 -8574.24 -8574.24 0.0 421.1431 
1440 -8562.0101 -8562.0101 0.0 421.7844 
1441 -8575.505 -8575.505 0.0 420.7908 
1442 -8575.3991 -8575.3991 0.0 422.2591 
1443 -8577.308 -8577.308 0.0 421.5559 
1444 -8577.2893 -8577.2893 0.0 421.6299 
1445 -8577.3079 -8577.3079 0.0 421.5633 
1446 -8577.3079 -8577.3079 0.0 421.5568 
1447 -8577.0406 -8577.0406 0.0 422.2853 
1448 -8579.1042 -8579.1042 0.0 421.9444 
1449 -8579.7275 -8579.7275 0.0 425.3794 
1450 -8566.3118 -8566.3118 0.0 428.6908 
1451 -8581.1752 -8581.1752 0.0 423.8337 
1452 -8581.1607 -8581.1607 0.0 423.9899 
1453 -8581.1752 -8581.1752 0.0 423.8493 
1454 -8580.4211 -8580.4211 0.0 424.3616 
1455 -8582.9346 -8582.9346 0.0 424.1156 
1456 -8582.9098 -8582.9098 0.0 424.1437 
1457 -8582.9346 -8582.9346 0.0 424.1184 
1458 -8581.3386 -8581.3386 0.0 422.0102 
1459 -8584.5835 -8584.5835 0.0 423.2854 
1460 -8584.551 -8584.551 0.0 423.1637 
1461 -8584.5832 -8584.5832 0.0 423.2733 
1462 -8584.5835 -8584.5835 0.0 423.2842 
1463 -8583.2694 -8583.2694 0.0 424.7283 
1464 -8586.3097 -8586.3097 0.0 423.9408 
1465 -8585.4969 -8585.4969 0.0 425.2896 
1466 -8588.0824 -8588.0824 0.0 424.5826 
1467 -8587.4232 -8587.4232 0.0 425.7717 
1468 -8589.8373 -8589.8373 0.0 425.1639 
1469 -8589.4872 -8589.4872 0.0 425.2432 
1470 -8591.6141 -8591.6141 0.0 425.2334 
1471 -8591.1332 -8591.1332 0.0 428.3521 
1472 -8593.313 -8593.313 0.0 426.7295 
1473 -8593.3155 -8593.3155 0.0 426.7684 
1474 -8579.2284 -8579.2284 0.0 426.5565 
1475 -8595.0621 -8595.0621 0.0 426.7837 
1476 -8595.0457 -8595.0457 0.0 426.7849 
1477 -8595.0621 -8595.0621 0.0 426.7838 
1478 -8595.0621 -8595.0621 0.0 426.7838 
1479 -8595.0621 -8595.0621 0.0 426.7838 
1480 -8594.6806 -8594.6806 0.0 425.2645 
1481 -8596.6476 -8596.6476 0.0 426.1025 
1482 -8596.6292 -8596.6292 0.0 426.022 
1483 -8596.6477 -8596.6477 0.0 426.0944 
1484 -8596.6477 -8596.6477 0.0 426.098 
1485 -8596.6477 -8596.6477 0.0 426.0993 
1486 -8596.6477 -8596.6477 0.0 426.098 
1487 -8596.8808 -8596.8808 0.0 426.4837 
1488 -8584.3968 -8584.3968 0.0 426.652 
1489 -8598.3445 -8598.3445 0.0 426.3277 
1490 -8598.3301 -8598.3301 0.0 426.3458 
1491 -8598.344 -8598.344 0.0 426.3297 
1492 -8598.3445 -8598.3445 0.0 426.3279 
1493 -8598.3446 -8598.3446 0.0 426.328 
1494 -8598.5707 -8598.5707 0.0 426.2866 
1495 -8586.3467 -8586.3467 0.0 426.0343 
1496 -8599.9993 -8599.9993 0.0 426.3377 
1497 -8599.9859 -8599.9859 0.0 426.335 
1498 -8599.9991 -8599.9991 0.0 426.3375 
1499 -8599.9994 -8599.9994 0.0 426.3376 
1500 -8600.5313 -8600.5313 0.0 427.0518 
1501 -8589.5499 -8589.5499 0.0 427.5756 
1502 -8601.7054 -8601.7054 0.0 426.7541 
1503 -8601.6946 -8601.6946 0.0 426.7855 
1504 -8601.7055 -8601.7055 0.0 426.7572 
1505 -8601.7055 -8601.7055 0.0 426.7561 
1506 -8602.1527 -8602.1527 0.0 427.4598 
1507 -8591.2222 -8591.2222 0.0 427.9572 
1508 -8603.3497 -8603.3497 0.0 427.1647 
1509 -8603.3374 -8603.3374 0.0 427.1967 
1510 -8603.3496 -8603.3496 0.0 427.1679 
1511 -8603.3497 -8603.3497 0.0 427.1654 
1512 -8603.767 -8603.767 0.0 429.5564 
1513 -8592.8864 -8592.8864 0.0 431.7288 
1514 -8604.9673 -8604.9673 0.0 428.4796 
1515 -8604.9558 -8604.9558 0.0 428.5895 
1516 -8604.9671 -8604.9671 0.0 428.4907 
1517 -8604.9673 -8604.9673 0.0 428.4807 
1518 -8604.9673 -8604.9673 0.0 428.4796 
1519 -8605.7398 -8605.7398 0.0 428.4777 
1520 -8596.0082 -8596.0082 0.0 428.2805 
1521 -8606.6835 -8606.6835 0.0 428.5048 
1522 -8606.6755 -8606.6755 0.0 428.5033 
1523 -8606.6838 -8606.6838 0.0 428.5046 
1524 -8606.6836 -8606.6836 0.0 428.5047 
1525 -8606.6838 -8606.6838 0.0 428.5045 
1526 -8607.0151 -8607.0151 0.0 428.292 
1527 -8596.0767 -8596.0767 0.0 427.8347 
1528 -8608.2536 -8608.2536 0.0 428.4251 
1529 -8608.2413 -8608.2413 0.0 428.4145 
1530 -8608.2539 -8608.2539 0.0 428.4238 
1531 -8608.254 -8608.254 0.0 428.424 
1532 -8608.254 -8608.254 0.0 428.4241 
1533 -8608.2538 -8608.2538 0.0 428.4243 
1534 -8608.254 -8608.254 0.0 428.4241 
1535 -8608.9926 -8608.9926 0.0 430.2376 
1536 -8599.2181 -8599.2181 0.0 431.8491 
1537 -8609.9545 -8609.9545 0.0 429.4863 
1538 -8609.9459 -8609.9459 0.0 429.5628 
1539 -8609.9543 -8609.9543 0.0 429.494 
1540 -8609.9545 -8609.9545 0.0 429.4877 
1541 -8609.9545 -8609.9545 0.0 429.4863 
1542 -8610.5503 -8610.5503 0.0 430.0725 
1543 -8600.3945 -8600.3945 0.0 430.4607 
1544 -8611.6008 -8611.6008 0.0 429.8398 
1545 -8611.5917 -8611.5917 0.0 429.8645 
1546 -8611.6009 -8611.6009 0.0 429.8423 
1547 -8611.6008 -8611.6008 0.0 429.8415 
1548 -8611.6009 -8611.6009 0.0 429.8423 
1549 -8612.3778 -8612.3778 0.0 432.3571 
1550 -8602.9877 -8602.9877 0.0 434.7081 
1551 -8613.2783 -8613.2783 0.0 431.3164 
1552 -8613.2698 -8613.2698 0.0 431.422 
1553 -8613.2784 -8613.2784 0.0 431.327 
1554 -8613.5695 -8613.5695 0.0 433.2163 
1555 -8602.8405 -8602.8405 0.0 434.9119 
1556 -8614.7917 -8614.7917 0.0 432.3498 
1557 -8614.7796 -8614.7796 0.0 432.4388 
1558 -8614.7919 -8614.7919 0.0 432.3586 
1559 -8614.7918 -8614.7918 0.0 432.3563 
1560 -8614.7919 -8614.7919 0.0 432.3586 
1561 -8615.4906 -8615.4906 0.0 432.7733 
1562 -8606.4541 -8606.4541 0.0 433.0445 
1563 -8616.3725 -8616.3725 0.0 432.6159 
1564 -8616.3642 -8616.3642 0.0 432.6329 
1565 -8616.3726 -8616.3726 0.0 432.6176 
1566 -8616.3726 -8616.3726 0.0 432.617 
1567 -8616.3727 -8616.3727 0.0 432.6168 
1568 -8616.3725 -8616.3725 0.0 432.6168 
1569 -8616.3727 -8616.3727 0.0 432.6168 
1570 -8617.2857 -8617.2857 0.0 432.6677 
1571 -8609.3885 -8609.3885 0.0 432.5912 
1572 -8617.9696 -8617.9696 0.0 432.6645 
1573 -8617.9635 -8617.9635 0.0 432.6656 
1574 -8617.9695 -8617.9695 0.0 432.6647 
1575 -8617.9696 -8617.9696 0.0 432.6645 
1576 -8617.9696 -8617.9696 0.0 432.6645 
1577 -8517.1174 -8517.1174 0.0 428.874 
1578 -8619.2523 -8619.2523 0.0 432.7596 
1579 -8619.2399 -8619.2399 0.0 432.7548 
1580 -8619.2523 -8619.2523 0.0 432.7591 
1581 -8619.2523 -8619.2523 0.0 432.7594 
1582 -8619.2523 -8619.2523 0.0 432.7595 
1583 -8619.2523 -8619.2523 0.0 432.7595 
1584 -8579.9067 -8579.9067 0.0 436.4216 
1585 -8621.8838 -8621.8838 0.0 433.7449 
1586 -8621.8577 -8621.8577 0.0 433.6521 
1587 -8621.8834 -8621.8834 0.0 433.7358 
1588 -8621.8839 -8621.8839 0.0 433.744 
1589 -8602.9527 -8602.9527 0.0 428.2208 
1590 -8625.2684 -8625.2684 0.0 432.3501 
1591 -8614.7491 -8614.7491 0.0 432.9278 
1592 -8628.7314 -8628.7314 0.0 432.6526 
1593 -8628.6971 -8628.6971 0.0 432.6273 
1594 -8628.7311 -8628.7311 0.0 432.6501 
1595 -8628.7314 -8628.7314 0.0 432.6523 
1596 -8628.7314 -8628.7314 0.0 432.6525 
1597 -8616.5235 -8616.5235 0.0 428.9759 
1598 -8631.578 -8631.578 0.0 431.6775 
1599 -8620.7205 -8620.7205 0.0 428.881 
1600 -8634.2301 -8634.2301 0.0 430.9654 
1601 -8620.8035 -8620.8035 0.0 434.9674 
1602 -8636.4387 -8636.4387 0.0 432.2286 
1603 -8622.6866 -8622.6866 0.0 434.1016 
1604 -8638.5036 -8638.5036 0.0 432.8878 
1605 -8625.8111 -8625.8111 0.0 431.9615 
1606 -8640.5883 -8640.5883 0.0 432.7801 
1607 -8631.3908 -8631.3908 0.0 434.6855 
1608 -8642.5998 -8642.5998 0.0 433.466 
1609 -8633.8814 -8633.8814 0.0 435.1176 
1610 -8644.2848 -8644.2848 0.0 434.0525 
1611 -8636.8143 -8636.8143 0.0 434.4651 
1612 -8645.7806 -8645.7806 0.0 434.2785 
1613 -8641.4519 -8641.4519 0.0 435.1859 
1614 -8647.3321 -8647.3321 0.0 434.6723 
1615 -8644.4184 -8644.4184 0.0 437.7997 
1616 -8648.8314 -8648.8314 0.0 435.8965 
1617 -8646.9668 -8646.9668 0.0 434.4933 
1618 -8650.3052 -8650.3052 0.0 435.3942 
1619 -8648.6744 -8648.6744 0.0 436.7181 
1620 -8651.6657 -8651.6657 0.0 435.9867 
1621 -8650.8422 -8650.8422 0.0 436.2291 
1622 -8653.0428 -8653.0428 0.0 436.1463 
1623 -8653.0212 -8653.0212 0.0 436.3049 
1624 -8654.4818 -8654.4818 0.0 436.2706 
1625 -8654.4675 -8654.4675 0.0 436.278 
1626 -8654.4817 -8654.4817 0.0 436.2713 
1627 -8654.4818 -8654.4818 0.0 436.2708 
1628 -8654.8674 -8654.8674 0.0 434.7287 
1629 -8645.1542 -8645.1542 0.0 432.8576 
1630 -8655.938 -8655.938 0.0 435.4825 
1631 -8655.9271 -8655.9271 0.0 435.4104 
1632 -8655.9378 -8655.9378 0.0 435.4753 
1633 -8655.938 -8655.938 0.0 435.4818 
1634 -8656.0942 -8656.0942 0.0 437.5172 
1635 -8646.2258 -8646.2258 0.0 439.2107 
1636 -8657.2617 -8657.2617 0.0 436.576 
1637 -8657.9975 -8657.9975 0.0 437.4858 
1638 -8650.3057 -8650.3057 0.0 438.1198 
1639 -8658.7102 -8658.7102 0.0 437.1441 
1640 -8658.7033 -8658.7033 0.0 437.1803 
1641 -8658.7101 -8658.7101 0.0 437.1478 
1642 -8658.7102 -8658.7102 0.0 437.1447 
1643 -8658.7102 -8658.7102 0.0 437.1442 
1644 -8659.7831 -8659.7831 0.0 437.4179 
1645 -8653.4151 -8653.4151 0.0 437.4594 
1646 -8660.247 -8660.247 0.0 437.3486 
1647 -8660.2425 -8660.2425 0.0 437.3569 
1648 -8660.247 -8660.247 0.0 437.3494 
1649 -8660.9587 -8660.9587 0.0 435.9271 
1650 -8653.6894 -8653.6894 0.0 434.2488 
1651 -8661.6232 -8661.6232 0.0 436.544 
1652 -8661.6172 -8661.6172 0.0 436.4842 
1653 -8661.6231 -8661.6231 0.0 436.5381 
1654 -8661.6232 -8661.6232 0.0 436.5434 
1655 -8661.6232 -8661.6232 0.0 436.544 
1656 -8662.16 -8662.16 0.0 437.6104 
1657 -8654.3485 -8654.3485 0.0 438.3971 
1658 -8662.948 -8662.948 0.0 437.1809 
1659 -8662.9402 -8662.9402 0.0 437.2262 
1660 -8662.9481 -8662.9481 0.0 437.1854 
1661 -8662.9481 -8662.9481 0.0 437.184 
1662 -8662.9481 -8662.9481 0.0 437.1834 
1663 -8662.9481 -8662.9481 0.0 437.1831 
1664 -8662.9481 -8662.9481 0.0 437.1829 
1665 -8662.9481 -8662.9481 0.0 437.1831 
1666 -8663.0268 -8663.0268 0.0 436.8653 
1667 -8653.7021 -8653.7021 0.0 436.2253 
1668 -8664.1556 -8664.1556 0.0 437.0636 
1669 -8664.1453 -8664.1453 0.0 437.047 
1670 -8664.1556 -8664.1556 0.0 437.0619 
1671 -8663.8935 -8663.8935 0.0 438.2996 
1672 -8665.3198 -8665.3198 0.0 437.6951 
1673 -8665.3065 -8665.3065 0.0 437.7597 
1674 -8665.3197 -8665.3197 0.0 437.7017 
1675 -8665.3199 -8665.3199 0.0 437.6958 
1676 -8664.7416 -8664.7416 0.0 436.5847 
1677 -8666.5064 -8666.5064 0.0 437.2466 
1678 -8666.4893 -8666.4893 0.0 437.1859 
1679 -8666.5063 -8666.5063 0.0 437.2406 
1680 -8666.5064 -8666.5064 0.0 437.2459 
1681 -8665.2996 -8665.2996 0.0 435.782 
1682 -8667.701 -8667.701 0.0 436.705 
1683 -8666.2604 -8666.2604 0.0 436.1237 
1684 -8668.9778 -8668.9778 0.0 436.5453 
1685 -8666.728 -8666.728 0.0 436.6549 
1686 -8670.1238 -8670.1238 0.0 436.6674 
1687 -8668.2361 -8668.2361 0.0 437.3344 
1688 -8671.3235 -8671.3235 0.0 437.0019 
1689 -8668.7131 -8668.7131 0.0 434.191 
1690 -8672.4427 -8672.4427 0.0 436.0945 
1691 -8672.4055 -8672.4055 0.0 435.9185 
1692 -8672.4422 -8672.4422 0.0 436.0771 
1693 -8672.4427 -8672.4427 0.0 436.0927 
1694 -8670.5336 -8670.5336 0.0 436.5804 
1695 -8673.6953 -8673.6953 0.0 436.3631 
1696 -8673.664 -8673.664 0.0 436.3965 
1697 -8673.6952 -8673.6952 0.0 436.3664 
1698 -8673.6954 -8673.6954 0.0 436.3635 
1699 -8673.6954 -8673.6954 0.0 436.3634 
1700 -8673.6954 -8673.6954 0.0 436.3635 
1701 -8671.6172 -8671.6172 0.0 434.6646 
1702 -8674.971 -8674.971 0.0 435.7991 
1703 -8674.9383 -8674.9383 0.0 435.6976 
1704 -8674.971 -8674.971 0.0 435.789 
1705 -8674.9711 -8674.9711 0.0 435.7959 
1706 -8674.9711 -8674.9711 0.0 435.7964 
1707 -8674.9711 -8674.9711 0.0 435.7959 
1708 -8673.1271 -8673.1271 0.0 433.9619 
1709 -8676.2305 -8676.2305 0.0 435.1634 
1710 -8676.1989 -8676.1989 0.0 435.055 
1711 -8676.2302 -8676.2302 0.0 435.1526 
1712 -8676.2305 -8676.2305 0.0 435.1623 
1713 -8675.1259 -8675.1259 0.0 435.1747 
1714 -8677.572 -8677.572 0.0 435.244 
1715 -8677.5479 -8677.5479 0.0 435.2463 
1716 -8677.5719 -8677.5719 0.0 435.2443 
1717 -8677.5721 -8677.5721 0.0 435.2441 
1718 -8677.572 -8677.572 0.0 435.2441 
1719 -8677.5721 -8677.5721 0.0 435.2441 
1720 -8676.5059 -8676.5059 0.0 433.21 
1721 -8678.8961 -8678.8961 0.0 434.4479 
1722 -8678.8735 -8678.8735 0.0 434.3323 
1723 -8678.8958 -8678.8958 0.0 434.4365 
1724 -8678.8961 -8678.8961 0.0 434.4468 
1725 -8677.957 -8677.957 0.0 430.8897 
1726 -8680.1311 -8680.1311 0.0 432.9841 
1727 -8680.1097 -8680.1097 0.0 432.7825 
1728 -8680.1307 -8680.1307 0.0 432.9641 
1729 -8680.1311 -8680.1311 0.0 432.9821 
1730 -8680.4573 -8680.4573 0.0 431.3524 
1731 -8671.0238 -8671.0238 0.0 429.3409 
1732 -8681.5083 -8681.5083 0.0 432.1628 
1733 -8681.498 -8681.498 0.0 432.0857 
1734 -8681.5083 -8681.5083 0.0 432.1551 
1735 -8682.1028 -8682.1028 0.0 433.2372 
1736 -8674.4244 -8674.4244 0.0 433.9943 
1737 -8682.8531 -8682.8531 0.0 432.8156 
1738 -8683.6058 -8683.6058 0.0 431.6791 
1739 -8677.0578 -8677.0578 0.0 430.2575 
1740 -8684.1732 -8684.1732 0.0 432.1651 
1741 -8684.1676 -8684.1676 0.0 432.1186 
1742 -8684.1733 -8684.1733 0.0 432.1604 
1743 -8684.1733 -8684.1733 0.0 432.1614 
1744 -8684.1734 -8684.1734 0.0 432.162 
1745 -8684.1734 -8684.1734 0.0 432.1623 
1746 -8684.1734 -8684.1734 0.0 432.162 
1747 -8684.4907 -8684.4907 0.0 430.0773 
1748 -8677.21 -8677.21 0.0 427.6924 
1749 -8685.2833 -8685.2833 0.0 431.0703 
1750 -8685.2748 -8685.2748 0.0 430.9742 
1751 -8685.2834 -8685.2834 0.0 431.0606 
1752 -8685.2834 -8685.2834 0.0 431.064 
1753 -8686.0419 -8686.0419 0.0 430.7139 
1754 -8680.4961 -8680.4961 0.0 430.1112 
1755 -8686.4905 -8686.4905 0.0 430.8781 
1756 -8686.486 -8686.486 0.0 430.8634 
1757 -8686.4902 -8686.4902 0.0 430.8767 
1758 -8686.4905 -8686.4905 0.0 430.878 
1759 -8687.2204 -8687.2204 0.0 428.8566 
1760 -8681.7988 -8681.7988 0.0 426.5947 
1761 -8687.6633 -8687.6633 0.0 429.6562 
1762 -8688.3986 -8688.3986 0.0 429.943 
1763 -8683.0999 -8683.0999 0.0 429.9918 
1764 -8688.8259 -8688.8259 0.0 429.8635 
1765 -8689.373 -8689.373 0.0 430.1048 
1766 -8683.5312 -8683.5312 0.0 430.0804 
1767 -8689.9193 -8689.9193 0.0 430.0375 
1768 -8689.9143 -8689.9143 0.0 430.0461 
1769 -8689.9194 -8689.9194 0.0 430.0383 
1770 -8689.9195 -8689.9195 0.0 430.0382 
1771 -8689.9195 -8689.9195 0.0 430.0381 
1772 -8689.9195 -8689.9195 0.0 430.038 
1773 -8689.9195 -8689.9195 0.0 430.038 
1774 -8689.9195 -8689.9195 0.0 430.038 
1775 -8690.6975 -8690.6975 0.0 430.8044 
1776 -8685.4687 -8685.4687 0.0 431.3163 
1777 -8691.1054 -8691.1054 0.0 430.5522 
1778 -8691.6039 -8691.6039 0.0 427.0608 
1779 -8685.2874 -8685.2874 0.0 423.2692 
1780 -8692.2223 -8692.2223 0.0 428.5877 
1781 -8692.5131 -8692.5131 0.0 428.5121 
1782 -8685.2784 -8685.2784 0.0 428.1113 
1783 -8693.3107 -8693.3107 0.0 428.5881 
1784 -8693.3028 -8693.3028 0.0 428.5837 
1785 -8693.3107 -8693.3107 0.0 428.5877 
1786 -8693.3107 -8693.3107 0.0 428.5881 
1787 -8693.3107 -8693.3107 0.0 428.5881 
1788 -8693.6651 -8693.6651 0.0 429.2204 
1789 -8686.2377 -8686.2377 0.0 429.5266 
1790 -8694.4648 -8694.4648 0.0 428.975 
1791 -8694.4567 -8694.4567 0.0 429.0027 
1792 -8694.4648 -8694.4648 0.0 428.9778 
1793 -8695.0036 -8695.0036 0.0 429.7546 
1794 -8687.7593 -8687.7593 0.0 430.205 
1795 -8695.7219 -8695.7219 0.0 429.461 
1796 -8695.7148 -8695.7148 0.0 429.4932 
1797 -8695.7219 -8695.7219 0.0 429.4642 
1798 -8695.0122 -8695.0122 0.0 429.0358 
1799 -8696.7366 -8696.7366 0.0 429.3346 
1800 -8696.7205 -8696.7205 0.0 429.3108 
1801 -8696.737 -8696.737 0.0 429.3321 
1802 -8696.7369 -8696.7369 0.0 429.3328 
1803 -8696.737 -8696.737 0.0 429.3321 
1804 -8695.9673 -8695.9673 0.0 428.9263 
1805 -8697.6771 -8697.6771 0.0 429.2101 
1806 -8697.6607 -8697.6607 0.0 429.1876 
1807 -8697.677 -8697.677 0.0 429.208 
1808 -8697.6771 -8697.6771 0.0 429.2099 
1809 -8698.5232 -8698.5232 0.0 427.4566 
1810 -8692.4236 -8692.4236 0.0 425.4562 
1811 -8699.0119 -8699.0119 0.0 428.1494 
1812 -8699.0066 -8699.0066 0.0 428.0821 
1813 -8699.0119 -8699.0119 0.0 428.1427 
1814 -8699.0119 -8699.0119 0.0 428.1483 
1815 -8699.3106 -8699.3106 0.0 428.2353 
1816 -8691.8845 -8691.8845 0.0 428.0348 
