# step Etot Epot T p 
3822 -8907.4001 -8907.4001 0.0 466.6248 
3823 -8907.4001 -8907.4001 0.0 466.634 
3824 -8907.4001 -8907.4001 0.0 466.6263 
3825 -8907.8121 -8907.8121 0.0 467.3859 
3826 -8906.6303 -8906.6303 0.0 468.0335 
3827 -8907.8564 -8907.8564 0.0 467.2162 
3828 -8907.8563 -8907.8563 0.0 467.2331 
3829 -8907.8565 -8907.8565 0.0 467.2217 
3830 -8907.8564 -8907.8564 0.0 467.2206 
3831 -8907.8565 -8907.8565 0.0 467.2217 
3832 -8790.9085 -8790.9085 0.0 454.8094 
3833 -8908.1155 -8908.1155 0.0 466.4694 
3834 -8908.3292 -8908.3292 0.0 466.7852 
3835 -8881.0534 -8881.0534 0.0 467.2537 
3836 -8909.5013 -8909.5013 0.0 466.9974 
3837 -8909.4899 -8909.4899 0.0 466.9785 
3838 -8909.5012 -8909.5012 0.0 466.9955 
3839 -8909.5013 -8909.5013 0.0 466.9972 
3840 -8893.5214 -8893.5214 0.0 464.24 
3841 -8910.9279 -8910.9279 0.0 466.4873 
3842 -8900.7756 -8900.7756 0.0 471.2757 
3843 -8912.3338 -8912.3338 0.0 467.8089 
3844 -8906.2384 -8906.2384 0.0 465.2021 
3845 -8913.7947 -8913.7947 0.0 467.0829 
3846 -8905.8391 -8905.8391 0.0 471.3814 
3847 -8914.8891 -8914.8891 0.0 468.2814 
3848 -8907.2631 -8907.2631 0.0 465.8296 
3849 -8915.8123 -8915.8123 0.0 467.7697 
3850 -8908.9263 -8908.9263 0.0 469.4374 
3851 -8916.6407 -8916.6407 0.0 468.2665 
3852 -8911.7982 -8911.7982 0.0 466.7445 
3853 -8917.5075 -8917.5075 0.0 467.9072 
3854 -8912.9834 -8912.9834 0.0 467.6988 
3855 -8918.3191 -8918.3191 0.0 467.9096 
3856 -8913.2439 -8913.2439 0.0 465.7995 
3857 -8919.0358 -8919.0358 0.0 467.4238 
3858 -8918.9776 -8918.9776 0.0 467.2781 
3859 -8919.0351 -8919.0351 0.0 467.4095 
3860 -8919.0358 -8919.0358 0.0 467.4224 
3861 -8913.8149 -8913.8149 0.0 467.0011 
3862 -8919.6543 -8919.6543 0.0 467.385 
3863 -8919.5968 -8919.5968 0.0 467.3646 
3864 -8919.6537 -8919.6537 0.0 467.3832 
3865 -8919.6543 -8919.6543 0.0 467.3848 
3866 -8919.6543 -8919.6543 0.0 467.385 
3867 -8919.6543 -8919.6543 0.0 467.385 
3868 -8914.8762 -8914.8762 0.0 469.1404 
3869 -8920.2042 -8920.2042 0.0 467.8727 
3870 -8920.1517 -8920.1517 0.0 468.0165 
3871 -8920.2036 -8920.2036 0.0 467.8873 
3872 -8920.2042 -8920.2042 0.0 467.8741 
3873 -8920.2042 -8920.2042 0.0 467.8728 
3874 -8920.2042 -8920.2042 0.0 467.8727 
3875 -8916.4738 -8916.4738 0.0 465.8288 
3876 -8920.7318 -8920.7318 0.0 467.3933 
3877 -8920.6905 -8920.6905 0.0 467.2499 
3878 -8920.7317 -8920.7317 0.0 467.379 
3879 -8920.7318 -8920.7318 0.0 467.3906 
3880 -8920.7318 -8920.7318 0.0 467.3913 
3881 -8920.7318 -8920.7318 0.0 467.3906 
3882 -8917.6185 -8917.6185 0.0 467.9334 
3883 -8921.2437 -8921.2437 0.0 467.5856 
3884 -8921.2082 -8921.2082 0.0 467.6315 
3885 -8921.2433 -8921.2433 0.0 467.5904 
3886 -8921.2437 -8921.2437 0.0 467.5861 
3887 -8921.2437 -8921.2437 0.0 467.5861 
3888 -8921.2437 -8921.2437 0.0 467.5861 
3889 -8918.617 -8918.617 0.0 465.8108 
3890 -8921.7559 -8921.7559 0.0 467.12 
3891 -8921.7244 -8921.7244 0.0 466.9992 
3892 -8921.7553 -8921.7553 0.0 467.1081 
3893 -8921.756 -8921.756 0.0 467.1188 
3894 -8919.295 -8919.295 0.0 465.6638 
3895 -8922.2605 -8922.2605 0.0 466.7369 
3896 -8922.2316 -8922.2316 0.0 466.6387 
3897 -8922.2605 -8922.2605 0.0 466.7271 
3898 -8922.2605 -8922.2605 0.0 466.7354 
3899 -8922.2605 -8922.2605 0.0 466.7368 
3900 -8922.2605 -8922.2605 0.0 466.7369 
3901 -8918.6223 -8918.6223 0.0 464.6091 
3902 -8922.6734 -8922.6734 0.0 466.2684 
3903 -8922.6332 -8922.6332 0.0 466.1155 
3904 -8922.6729 -8922.6729 0.0 466.2533 
3905 -8922.6734 -8922.6734 0.0 466.2669 
3906 -8922.6734 -8922.6734 0.0 466.2683 
3907 -8922.6734 -8922.6734 0.0 466.2685 
3908 -8917.9865 -8917.9865 0.0 466.7905 
3909 -8923.037 -8923.037 0.0 466.4287 
3910 -8918.1729 -8918.1729 0.0 466.2026 
3911 -8923.4051 -8923.4051 0.0 466.4325 
3912 -8919.4069 -8919.4069 0.0 466.1317 
3913 -8923.7561 -8923.7561 0.0 466.4105 
3914 -8921.0565 -8921.0565 0.0 467.267 
3915 -8924.1347 -8924.1347 0.0 466.6727 
3916 -8921.6071 -8921.6071 0.0 466.5413 
3917 -8924.4981 -8924.4981 0.0 466.6788 
3918 -8922.2452 -8922.2452 0.0 464.7736 
3919 -8924.8675 -8924.8675 0.0 466.1987 
3920 -8922.7488 -8922.7488 0.0 464.7732 
3921 -8925.2459 -8925.2459 0.0 465.8428 
3922 -8922.6339 -8922.6339 0.0 465.7329 
3923 -8925.5928 -8925.5928 0.0 465.8628 
3924 -8922.9428 -8922.9428 0.0 463.6518 
3925 -8925.95 -8925.95 0.0 465.3441 
3926 -8923.6635 -8923.6635 0.0 465.42 
3927 -8926.311 -8926.311 0.0 465.4103 
3928 -8924.3648 -8924.3648 0.0 464.5315 
3929 -8926.6618 -8926.6618 0.0 465.2059 
3930 -8925.2347 -8925.2347 0.0 466.0264 
3931 -8927.0295 -8927.0295 0.0 465.5005 
3932 -8925.5023 -8925.5023 0.0 461.935 
3933 -8927.3645 -8927.3645 0.0 464.4774 
3934 -8926.0991 -8926.0991 0.0 464.1245 
3935 -8927.7052 -8927.7052 0.0 464.4028 
3936 -8926.668 -8926.668 0.0 462.1282 
3937 -8928.058 -8928.058 0.0 463.6757 
3938 -8928.0439 -8928.0439 0.0 463.5272 
3939 -8928.058 -8928.058 0.0 463.6608 
3940 -8928.058 -8928.058 0.0 463.6673 
3941 -8928.058 -8928.058 0.0 463.6608 
3942 -8927.1842 -8927.1842 0.0 465.1573 
3943 -8928.41 -8928.41 0.0 464.2175 
3944 -8928.3973 -8928.3973 0.0 464.3174 
3945 -8928.4099 -8928.4099 0.0 464.2275 
3946 -8928.41 -8928.41 0.0 464.2198 
3947 -8928.41 -8928.41 0.0 464.2196 
3948 -8928.41 -8928.41 0.0 464.2194 
3949 -8928.41 -8928.41 0.0 464.2196 
3950 -8927.4929 -8927.4929 0.0 464.1005 
3951 -8928.7581 -8928.7581 0.0 464.2124 
3952 -8928.7456 -8928.7456 0.0 464.2068 
3953 -8928.7579 -8928.7579 0.0 464.2119 
3954 -8928.7581 -8928.7581 0.0 464.2123 
3955 -8927.9857 -8927.9857 0.0 465.6234 
3956 -8929.1207 -8929.1207 0.0 464.7532 
3957 -8928.5675 -8928.5675 0.0 463.5024 
3958 -8929.5094 -8929.5094 0.0 464.2943 
3959 -8928.9882 -8928.9882 0.0 463.4847 
3960 -8929.9022 -8929.9022 0.0 464.0022 
3961 -8929.6061 -8929.6061 0.0 461.1136 
3962 -8930.3285 -8930.3285 0.0 462.7741 
3963 -8930.3211 -8930.3211 0.0 462.6113 
3964 -8930.3281 -8930.3281 0.0 462.758 
3965 -8930.3285 -8930.3285 0.0 462.7725 
3966 -8930.3285 -8930.3285 0.0 462.7741 
3967 -8929.8999 -8929.8999 0.0 463.4555 
3968 -8930.7298 -8930.7298 0.0 463.0805 
3969 -8930.7214 -8930.7214 0.0 463.1215 
3970 -8930.7296 -8930.7296 0.0 463.0847 
3971 -8930.7297 -8930.7297 0.0 463.0809 
3972 -8930.1729 -8930.1729 0.0 463.7563 
3973 -8931.1075 -8931.1075 0.0 463.3711 
3974 -8931.0988 -8931.0988 0.0 463.4132 
3975 -8931.1073 -8931.1073 0.0 463.3754 
3976 -8931.1075 -8931.1075 0.0 463.3715 
3977 -8930.3145 -8930.3145 0.0 465.6179 
3978 -8931.4508 -8931.4508 0.0 464.199 
3979 -8931.4395 -8931.4395 0.0 464.3458 
3980 -8931.4507 -8931.4507 0.0 464.2137 
3981 -8931.4508 -8931.4508 0.0 464.2005 
3982 -8930.5387 -8930.5387 0.0 463.1135 
3983 -8931.7783 -8931.7783 0.0 463.8631 
3984 -8931.7665 -8931.7665 0.0 463.7934 
3985 -8931.7784 -8931.7784 0.0 463.8561 
3986 -8931.7784 -8931.7784 0.0 463.8588 
3987 -8931.7784 -8931.7784 0.0 463.8599 
3988 -8931.7784 -8931.7784 0.0 463.8604 
3989 -8931.7784 -8931.7784 0.0 463.8599 
3990 -8930.9606 -8930.9606 0.0 463.2019 
3991 -8932.1134 -8932.1134 0.0 463.6621 
3992 -8931.203 -8931.203 0.0 461.382 
3993 -8932.443 -8932.443 0.0 462.9219 
3994 -8931.6566 -8931.6566 0.0 462.4758 
3995 -8932.7826 -8932.7826 0.0 462.7981 
3996 -8932.7715 -8932.7715 0.0 462.7714 
3997 -8932.7825 -8932.7825 0.0 462.7955 
3998 -8932.7826 -8932.7826 0.0 462.7978 
3999 -8932.4532 -8932.4532 0.0 463.7534 
4000 -8933.1744 -8933.1744 0.0 463.2345 
4001 -8933.1678 -8933.1678 0.0 463.2899 
4002 -8933.1741 -8933.1741 0.0 463.2402 
4003 -8933.1743 -8933.1743 0.0 463.2351 
4004 -8932.8221 -8932.8221 0.0 464.1286 
4005 -8933.5499 -8933.5499 0.0 463.6382 
4006 -8933.543 -8933.543 0.0 463.6908 
4007 -8933.5498 -8933.5498 0.0 463.6436 
4008 -8933.5499 -8933.5499 0.0 463.6388 
4009 -8933.1639 -8933.1639 0.0 463.375 
4010 -8933.9065 -8933.9065 0.0 463.5604 
4011 -8933.8993 -8933.8993 0.0 463.5457 
4012 -8933.9065 -8933.9065 0.0 463.5589 
4013 -8933.9066 -8933.9066 0.0 463.5596 
4014 -8933.9065 -8933.9065 0.0 463.5598 
4015 -8933.9066 -8933.9066 0.0 463.5596 
4016 -8933.5658 -8933.5658 0.0 463.0842 
4017 -8934.256 -8934.256 0.0 463.3907 
4018 -8934.2504 -8934.2504 0.0 463.3631 
4019 -8934.256 -8934.256 0.0 463.3881 
4020 -8934.256 -8934.256 0.0 463.3903 
4021 -8934.256 -8934.256 0.0 463.3908 
4022 -8933.9988 -8933.9988 0.0 462.6416 
4023 -8934.6141 -8934.6141 0.0 463.0948 
4024 -8934.6072 -8934.6072 0.0 463.0531 
4025 -8934.6138 -8934.6138 0.0 463.0907 
4026 -8934.614 -8934.614 0.0 463.0944 
4027 -8934.6141 -8934.6141 0.0 463.0948 
4028 -8934.421 -8934.421 0.0 462.9756 
4029 -8934.9725 -8934.9725 0.0 463.0688 
4030 -8934.9676 -8934.9676 0.0 463.0622 
4031 -8934.9724 -8934.9724 0.0 463.0681 
4032 -8934.9725 -8934.9725 0.0 463.0686 
4033 -8934.6737 -8934.6737 0.0 462.6383 
4034 -8935.2998 -8935.2998 0.0 462.9157 
4035 -8935.2932 -8935.2932 0.0 462.8915 
4036 -8935.2997 -8935.2997 0.0 462.9133 
4037 -8935.2998 -8935.2998 0.0 462.9154 
4038 -8935.2998 -8935.2998 0.0 462.9152 
4039 -8935.2998 -8935.2998 0.0 462.9154 
4040 -8935.2646 -8935.2646 0.0 464.2812 
4041 -8935.6729 -8935.6729 0.0 463.6078 
4042 -8935.669 -8935.669 0.0 463.6774 
4043 -8935.6728 -8935.6728 0.0 463.6149 
4044 -8935.6729 -8935.6729 0.0 463.6085 
4045 -8935.6728 -8935.6728 0.0 463.6092 
4046 -8935.6729 -8935.6729 0.0 463.6085 
4047 -8935.5454 -8935.5454 0.0 463.5915 
4048 -8936.0183 -8936.0183 0.0 463.6248 
4049 -8936.0139 -8936.0139 0.0 463.6238 
4050 -8936.0185 -8936.0185 0.0 463.6246 
4051 -8936.0184 -8936.0184 0.0 463.6247 
4052 -8936.0185 -8936.0185 0.0 463.6246 
4053 -8935.7546 -8935.7546 0.0 463.932 
4054 -8936.3258 -8936.3258 0.0 463.7788 
4055 -8936.3209 -8936.3209 0.0 463.7967 
4056 -8936.3259 -8936.3259 0.0 463.7806 
4057 -8936.3259 -8936.3259 0.0 463.78 
4058 -8936.3259 -8936.3259 0.0 463.7806 
4059 -8936.2658 -8936.2658 0.0 462.8896 
4060 -8936.6674 -8936.6674 0.0 463.3749 
4061 -8936.664 -8936.664 0.0 463.3282 
4062 -8936.6675 -8936.6675 0.0 463.3702 
4063 -8936.6675 -8936.6675 0.0 463.3709 
4064 -8936.6675 -8936.6675 0.0 463.3713 
4065 -8936.6675 -8936.6675 0.0 463.3709 
4066 -8936.5836 -8936.5836 0.0 463.3398 
4067 -8936.9993 -8936.9993 0.0 463.3773 
4068 -8936.9957 -8936.9957 0.0 463.3754 
4069 -8936.9995 -8936.9995 0.0 463.377 
4070 -8936.9995 -8936.9995 0.0 463.377 
4071 -8936.9995 -8936.9995 0.0 463.377 
4072 -8937.0423 -8937.0423 0.0 463.5789 
4073 -8934.34 -8934.34 0.0 463.6593 
4074 -8937.3578 -8937.3578 0.0 463.499 
4075 -8937.3545 -8937.3545 0.0 463.5085 
4076 -8937.3578 -8937.3578 0.0 463.4999 
4077 -8937.3578 -8937.3578 0.0 463.4996 
4078 -8937.3578 -8937.3578 0.0 463.4995 
4079 -8937.3578 -8937.3578 0.0 463.4994 
4080 -8937.3578 -8937.3578 0.0 463.4995 
4081 -8937.2795 -8937.2795 0.0 462.9654 
4082 -8937.687 -8937.687 0.0 463.2627 
4083 -8937.6833 -8937.6833 0.0 463.2344 
4084 -8937.6871 -8937.6871 0.0 463.2598 
4085 -8937.6871 -8937.6871 0.0 463.2604 
4086 -8937.6871 -8937.6871 0.0 463.2598 
4087 -8937.3479 -8937.3479 0.0 463.7691 
4088 -8937.9631 -8937.9631 0.0 463.4792 
4089 -8937.957 -8937.957 0.0 463.5103 
4090 -8937.9631 -8937.9631 0.0 463.4823 
4091 -8937.9631 -8937.9631 0.0 463.48 
4092 -8937.9631 -8937.9631 0.0 463.4792 
4093 -8937.5556 -8937.5556 0.0 463.8426 
4094 -8938.2332 -8938.2332 0.0 463.6311 
4095 -8938.2269 -8938.2269 0.0 463.6539 
4096 -8938.2334 -8938.2334 0.0 463.6334 
4097 -8938.2334 -8938.2334 0.0 463.633 
4098 -8938.2334 -8938.2334 0.0 463.6328 
4099 -8938.2334 -8938.2334 0.0 463.633 
4100 -8937.644 -8937.644 0.0 463.8276 
4101 -8938.4782 -8938.4782 0.0 463.7102 
4102 -8938.4708 -8938.4708 0.0 463.7232 
4103 -8938.4782 -8938.4782 0.0 463.7115 
4104 -8938.4782 -8938.4782 0.0 463.7107 
4105 -8937.5945 -8937.5945 0.0 463.7983 
4106 -8938.6966 -8938.6966 0.0 463.7472 
4107 -8938.6867 -8938.6867 0.0 463.7539 
4108 -8938.6967 -8938.6967 0.0 463.7479 
4109 -8938.6966 -8938.6966 0.0 463.7477 
4110 -8938.6967 -8938.6967 0.0 463.7479 
4111 -8937.812 -8937.812 0.0 462.7054 
4112 -8938.9222 -8938.9222 0.0 463.4329 
4113 -8938.9122 -8938.9122 0.0 463.3614 
4114 -8938.922 -8938.922 0.0 463.4259 
4115 -8938.9222 -8938.9222 0.0 463.4318 
4116 -8938.9221 -8938.9221 0.0 463.4312 
4117 -8938.9222 -8938.9222 0.0 463.4318 
4118 -8937.6432 -8937.6432 0.0 463.8066 
4119 -8939.1368 -8939.1368 0.0 463.5428 
4120 -8939.1232 -8939.1232 0.0 463.571 
4121 -8939.1367 -8939.1367 0.0 463.5456 
4122 -8939.1367 -8939.1367 0.0 463.544 
4123 -8937.4657 -8937.4657 0.0 463.0408 
4124 -8939.3444 -8939.3444 0.0 463.4299 
4125 -8939.3277 -8939.3277 0.0 463.3933 
4126 -8939.3444 -8939.3444 0.0 463.4263 
4127 -8939.3445 -8939.3445 0.0 463.4285 
4128 -8939.3445 -8939.3445 0.0 463.4287 
4129 -8939.3445 -8939.3445 0.0 463.4288 
4130 -8936.927 -8936.927 0.0 465.5405 
4131 -8939.5408 -8939.5408 0.0 463.8986 
4132 -8939.516 -8939.516 0.0 464.0679 
4133 -8939.5406 -8939.5406 0.0 463.9156 
4134 -8939.5408 -8939.5408 0.0 463.9017 
4135 -8939.5409 -8939.5409 0.0 463.9031 
4136 -8939.5409 -8939.5409 0.0 463.9028 
4137 -8936.996 -8936.996 0.0 462.6665 
4138 -8939.7483 -8939.7483 0.0 463.6583 
4139 -8939.7219 -8939.7219 0.0 463.5658 
4140 -8939.7479 -8939.7479 0.0 463.6493 
4141 -8939.7483 -8939.7483 0.0 463.6574 
4142 -8939.7483 -8939.7483 0.0 463.6566 
4143 -8937.0167 -8937.0167 0.0 462.6152 
4144 -8939.9667 -8939.9667 0.0 463.4617 
4145 -8939.938 -8939.938 0.0 463.386 
4146 -8939.9665 -8939.9665 0.0 463.4543 
4147 -8939.9667 -8939.9667 0.0 463.4607 
4148 -8939.9667 -8939.9667 0.0 463.4618 
4149 -8936.1702 -8936.1702 0.0 462.3031 
4150 -8940.1705 -8940.1705 0.0 463.2865 
4151 -8940.1307 -8940.1307 0.0 463.2034 
4152 -8940.1702 -8940.1702 0.0 463.2784 
4153 -8940.1705 -8940.1705 0.0 463.2857 
4154 -8936.4365 -8936.4365 0.0 463.1664 
4155 -8940.3817 -8940.3817 0.0 463.3077 
4156 -8940.3425 -8940.3425 0.0 463.3108 
4157 -8940.3811 -8940.3811 0.0 463.3083 
4158 -8940.3816 -8940.3816 0.0 463.3077 
4159 -8940.3817 -8940.3817 0.0 463.3077 
4160 -8937.4735 -8937.4735 0.0 464.4598 
4161 -8940.6238 -8940.6238 0.0 463.6085 
4162 -8940.5922 -8940.5922 0.0 463.7102 
4163 -8940.6233 -8940.6233 0.0 463.6189 
4164 -8940.6237 -8940.6237 0.0 463.6096 
4165 -8938.2675 -8938.2675 0.0 465.3722 
4166 -8940.8867 -8940.8867 0.0 464.0887 
4167 -8940.8601 -8940.8601 0.0 464.2329 
4168 -8940.8865 -8940.8865 0.0 464.1032 
4169 -8940.8867 -8940.8867 0.0 464.0901 
4170 -8940.8867 -8940.8867 0.0 464.09 
4171 -8938.5867 -8938.5867 0.0 462.0918 
4172 -8941.1428 -8941.1428 0.0 463.6672 
4173 -8941.1188 -8941.1188 0.0 463.5254 
4174 -8941.1429 -8941.1429 0.0 463.6531 
4175 -8941.1427 -8941.1427 0.0 463.6595 
4176 -8941.1429 -8941.1429 0.0 463.6531 
4177 -8939.0448 -8939.0448 0.0 461.8107 
4178 -8941.3909 -8941.3909 0.0 463.2561 
4179 -8939.0572 -8939.0572 0.0 462.2856 
4180 -8941.6254 -8941.6254 0.0 463.0832 
4181 -8941.5996 -8941.5996 0.0 463.0191 
4182 -8941.625 -8941.625 0.0 463.077 
4183 -8941.6255 -8941.6255 0.0 463.0825 
4184 -8941.6255 -8941.6255 0.0 463.0826 
4185 -8941.6255 -8941.6255 0.0 463.0825 
4186 -8939.5441 -8939.5441 0.0 463.1373 
4187 -8941.8606 -8941.8606 0.0 463.1432 
4188 -8940.0478 -8940.0478 0.0 463.4375 
4189 -8942.1023 -8942.1023 0.0 463.2622 
4190 -8942.0812 -8942.0812 0.0 463.2916 
4191 -8942.1024 -8942.1024 0.0 463.2651 
4192 -8942.1024 -8942.1024 0.0 463.264 
4193 -8942.1024 -8942.1024 0.0 463.2635 
4194 -8942.1025 -8942.1025 0.0 463.2633 
4195 -8942.1025 -8942.1025 0.0 463.2632 
4196 -8942.1025 -8942.1025 0.0 463.2633 
4197 -8940.7083 -8940.7083 0.0 464.4915 
4198 -8942.3614 -8942.3614 0.0 463.6554 
4199 -8941.0326 -8941.0326 0.0 464.2629 
4200 -8942.6232 -8942.6232 0.0 463.8738 
4201 -8942.6079 -8942.6079 0.0 463.9221 
4202 -8942.623 -8942.623 0.0 463.8788 
4203 -8942.623 -8942.623 0.0 463.8744 
4204 -8942.6232 -8942.6232 0.0 463.8739 
4205 -8942.6232 -8942.6232 0.0 463.8739 
4206 -8941.5214 -8941.5214 0.0 461.8064 
4207 -8942.8992 -8942.8992 0.0 463.2775 
4208 -8941.7122 -8941.7122 0.0 463.9267 
4209 -8943.1671 -8943.1671 0.0 463.5166 
4210 -8943.1533 -8943.1533 0.0 463.5667 
4211 -8943.1672 -8943.1672 0.0 463.5216 
4212 -8943.1671 -8943.1671 0.0 463.5197 
4213 -8943.1672 -8943.1672 0.0 463.5216 
4214 -8942.5035 -8942.5035 0.0 464.8608 
4215 -8943.4853 -8943.4853 0.0 464.0515 
4216 -8943.4755 -8943.4755 0.0 464.1396 
4217 -8943.4851 -8943.4851 0.0 464.0604 
4218 -8943.4853 -8943.4853 0.0 464.0524 
4219 -8943.4853 -8943.4853 0.0 464.0515 
4220 -8942.6649 -8942.6649 0.0 465.043 
4221 -8943.7959 -8943.7959 0.0 464.4416 
4222 -8943.7847 -8943.7847 0.0 464.5102 
4223 -8943.7959 -8943.7959 0.0 464.4485 
4224 -8943.7959 -8943.7959 0.0 464.4453 
4225 -8943.796 -8943.796 0.0 464.4443 
4226 -8943.796 -8943.796 0.0 464.444 
4227 -8943.796 -8943.796 0.0 464.4443 
4228 -8943.3796 -8943.3796 0.0 464.1618 
4229 -8944.1477 -8944.1477 0.0 464.3795 
4230 -8944.14 -8944.14 0.0 464.3644 
4231 -8944.1475 -8944.1475 0.0 464.3781 
4232 -8944.1477 -8944.1477 0.0 464.3794 
4233 -8944.1477 -8944.1477 0.0 464.3793 
4234 -8944.1477 -8944.1477 0.0 464.3794 
4235 -8944.2032 -8944.2032 0.0 464.7414 
4236 -8940.9174 -8940.9174 0.0 464.7524 
4237 -8944.5736 -8944.5736 0.0 464.6131 
4238 -8944.5705 -8944.5705 0.0 464.6296 
4239 -8944.5733 -8944.5733 0.0 464.615 
4240 -8944.5736 -8944.5736 0.0 464.6133 
4241 -8944.5736 -8944.5736 0.0 464.6131 
4242 -8944.3931 -8944.3931 0.0 464.2963 
4243 -8944.9404 -8944.9404 0.0 464.5163 
4244 -8944.9351 -8944.9351 0.0 464.4994 
4245 -8944.9402 -8944.9402 0.0 464.5147 
4246 -8944.9404 -8944.9404 0.0 464.5162 
4247 -8944.9404 -8944.9404 0.0 464.5163 
4248 -8572.9623 -8572.9623 0.0 451.2746 
4249 -8942.9109 -8942.9109 0.0 464.687 
4250 -8945.1646 -8945.1646 0.0 464.5877 
4251 -8945.1422 -8945.1422 0.0 464.6063 
4252 -8945.1644 -8945.1644 0.0 464.5897 
4253 -8945.1646 -8945.1646 0.0 464.5879 
4254 -8858.8487 -8858.8487 0.0 467.5577 
4255 -8945.3647 -8945.3647 0.0 465.1544 
4256 -8945.5173 -8945.5173 0.0 464.9369 
4257 -8945.516 -8945.516 0.0 464.959 
4258 -8945.5175 -8945.5175 0.0 464.939 
4259 -8945.5175 -8945.5175 0.0 464.9388 
4260 -8945.5175 -8945.5175 0.0 464.9386 
4261 -8945.5175 -8945.5175 0.0 464.9388 
4262 -8905.281 -8905.281 0.0 465.6343 
4263 -8946.0745 -8946.0745 0.0 465.1049 
4264 -8925.3612 -8925.3612 0.0 461.1762 
4265 -8946.7216 -8946.7216 0.0 464.5644 
4266 -8929.228 -8929.228 0.0 462.9885 
4267 -8947.2608 -8947.2608 0.0 464.393 
4268 -8933.7436 -8933.7436 0.0 461.9364 
4269 -8947.7519 -8947.7519 0.0 464.0658 
4270 -8940.8383 -8940.8383 0.0 468.657 
4271 -8948.3437 -8948.3437 0.0 465.1161 
4272 -8942.1802 -8942.1802 0.0 464.0915 
4273 -8948.8725 -8948.8725 0.0 464.9386 
4274 -8943.2989 -8943.2989 0.0 465.4526 
4275 -8949.3419 -8949.3419 0.0 465.1007 
4276 -8949.282 -8949.282 0.0 465.1516 
4277 -8949.3413 -8949.3413 0.0 465.106 
4278 -8949.3418 -8949.3418 0.0 465.1013 
4279 -8949.3418 -8949.3418 0.0 465.1008 
4280 -8949.3419 -8949.3419 0.0 465.1007 
4281 -8944.4278 -8944.4278 0.0 463.4466 
4282 -8949.7726 -8949.7726 0.0 464.7805 
4283 -8949.7201 -8949.7201 0.0 464.6614 
4284 -8949.7723 -8949.7723 0.0 464.7687 
4285 -8949.7725 -8949.7725 0.0 464.7794 
4286 -8949.7726 -8949.7726 0.0 464.7804 
4287 -8949.7726 -8949.7726 0.0 464.7806 
4288 -8946.8659 -8946.8659 0.0 465.2685 
4289 -8950.255 -8950.255 0.0 464.9542 
4290 -8950.2212 -8950.2212 0.0 464.9954 
4291 -8950.2547 -8950.2547 0.0 464.9584 
4292 -8950.255 -8950.255 0.0 464.9546 
4293 -8948.3223 -8948.3223 0.0 464.4459 
4294 -8950.743 -8950.743 0.0 464.8335 
4295 -8950.7191 -8950.7191 0.0 464.8021 
4296 -8950.7428 -8950.7428 0.0 464.8305 
4297 -8950.7429 -8950.7429 0.0 464.8332 
4298 -8950.743 -8950.743 0.0 464.8335 
4299 -8949.693 -8949.693 0.0 465.921 
4300 -8951.2698 -8951.2698 0.0 465.2643 
4301 -8951.2542 -8951.2542 0.0 465.3351 
4302 -8951.2696 -8951.2696 0.0 465.2715 
4303 -8951.2698 -8951.2698 0.0 465.2651 
4304 -8951.2697 -8951.2697 0.0 465.2657 
4305 -8950.9606 -8950.9606 0.0 466.4906 
4306 -8951.8637 -8951.8637 0.0 465.8385 
4307 -8951.8548 -8951.8548 0.0 465.9064 
4308 -8951.8638 -8951.8638 0.0 465.8452 
4309 -8951.8637 -8951.8637 0.0 465.8433 
4310 -8951.8638 -8951.8638 0.0 465.8452 
4311 -8951.8049 -8951.8049 0.0 465.854 
4312 -8952.4601 -8952.4601 0.0 465.8674 
4313 -8952.4542 -8952.4542 0.0 465.8676 
4314 -8952.4601 -8952.4601 0.0 465.8675 
4315 -8952.4602 -8952.4602 0.0 465.8674 
4316 -8952.2218 -8952.2218 0.0 465.5449 
4317 -8952.9765 -8952.9765 0.0 465.74 
4318 -8952.9689 -8952.9689 0.0 465.7226 
4319 -8952.9765 -8952.9765 0.0 465.7382 
4320 -8952.8344 -8952.8344 0.0 466.9455 
4321 -8953.4748 -8953.4748 0.0 466.3188 
4322 -8953.4688 -8953.4688 0.0 466.3829 
4323 -8953.4747 -8953.4747 0.0 466.3252 
4324 -8953.4748 -8953.4748 0.0 466.32 
4325 -8953.4748 -8953.4748 0.0 466.3205 
4326 -8953.5085 -8953.5085 0.0 466.2966 
4327 -8949.4701 -8949.4701 0.0 466.1903 
4328 -8953.992 -8953.992 0.0 466.3196 
4329 -8953.9872 -8953.9872 0.0 466.3184 
4330 -8953.992 -8953.992 0.0 466.3195 
4331 -8953.992 -8953.992 0.0 466.3196 
4332 -8953.8884 -8953.8884 0.0 466.7716 
4333 -8954.455 -8954.455 0.0 466.546 
4334 -8954.4496 -8954.4496 0.0 466.5696 
4335 -8954.4549 -8954.4549 0.0 466.5484 
4336 -8954.4549 -8954.4549 0.0 466.5464 
4337 -8954.455 -8954.455 0.0 466.546 
4338 -8954.2128 -8954.2128 0.0 466.0028 
4339 -8954.8721 -8954.8721 0.0 466.3184 
4340 -8954.8658 -8954.8658 0.0 466.2882 
4341 -8954.8719 -8954.8719 0.0 466.3155 
4342 -8954.8721 -8954.8721 0.0 466.3181 
4343 -8954.8721 -8954.8721 0.0 466.3184 
4344 -8954.5973 -8954.5973 0.0 467.0607 
4345 -8955.2758 -8955.2758 0.0 466.6523 
