ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:     355        65.2180       218.9510       667.8108         7.5359          -8886.6250       361.5972         0.0000         0.0000         0.0000          -7565.5122         0.0000     -7565.5122     -7565.5122         0.0000            283.2629       282.3421   1000000.0000       283.2629       282.3421
ENERGY:     356        65.1040       218.7838       667.7997         7.5199          -8885.9013       361.1926         0.0000         0.0000         0.0000          -7565.5014         0.0000     -7565.5014     -7565.5014         0.0000            283.1162       282.1797   1000000.0000       283.1162       282.1797
ENERGY:     357        65.2062       218.9340       667.8096         7.5342          -8886.5530       361.5566         0.0000         0.0000         0.0000          -7565.5123         0.0000     -7565.5123     -7565.5123         0.0000            283.2482       282.3257   1000000.0000       283.2482       282.3257
ENERGY:     358        65.6599       220.3898       668.4871         7.7016          -8913.3951       372.7295         0.0000         0.0000         0.0000          -7578.4272         0.0000     -7578.4272     -7578.4272         0.0000            285.6191       285.1483   1000000.0000       285.6191       285.1483
ENERGY:     359        80.2168       228.5037       669.6228         8.4947          -8937.0750       387.9398         0.0000         0.0000         0.0000          -7562.2972         0.0000     -7562.2972     -7562.2972         0.0000            287.6758       287.5785   1000000.0000       287.6758       287.5785
ENERGY:     360        64.9809       219.9426       668.3999         7.6569          -8910.8633       371.4466         0.0000         0.0000         0.0000          -7578.4364         0.0000     -7578.4364     -7578.4364         0.0000            285.4004       284.8887   1000000.0000       285.4004       284.8887
ENERGY:     361        65.2815       220.1432       668.4407         7.6771          -8912.0597       372.0440         0.0000         0.0000         0.0000          -7578.4732         0.0000     -7578.4732     -7578.4732         0.0000            285.5034       285.0111   1000000.0000       285.5034       285.0111
ENERGY:     362        67.4394       222.0596       668.9898         8.0497          -8941.9393       383.7993         0.0000         0.0000         0.0000          -7591.6015         0.0000     -7591.6015     -7591.6015         0.0000            290.5100       288.9383   1000000.0000       290.5100       288.9383
ENERGY:     363        86.8602       232.8143       670.1774         9.7133          -8967.2212       402.3063         0.0000         0.0000         0.0000          -7565.3497         0.0000     -7565.3497     -7565.3497         0.0000            295.4861       292.8108   1000000.0000       295.4861       292.8108
ENERGY:     364        65.9056       221.1385       668.8569         7.9007          -8937.3744       381.4517         0.0000         0.0000         0.0000          -7592.1211         0.0000     -7592.1211     -7592.1211         0.0000            289.7036       288.3123   1000000.0000       289.7036       288.3123
ENERGY:     365        66.0382       221.2197       668.8695         7.9140          -8937.8385       381.6789         0.0000         0.0000         0.0000          -7592.1182         0.0000     -7592.1182     -7592.1182         0.0000            289.7843       288.3751   1000000.0000       289.7843       288.3751
ENERGY:     366        65.9230       221.1491       668.8585         7.9024          -8937.4360       381.4817         0.0000         0.0000         0.0000          -7592.1212         0.0000     -7592.1212     -7592.1212         0.0000            289.7143       288.3206   1000000.0000       289.7143       288.3206
ENERGY:     367        76.4172       224.7868       669.5147         8.9711          -8974.0554       397.3680         0.0000         0.0000         0.0000          -7596.9977         0.0000     -7596.9977     -7596.9977         0.0000            299.8213       298.4598   1000000.0000       299.8213       298.4598
ENERGY:     368       122.2396       243.3241       671.2223        12.0552          -9003.6866       423.0009         0.0000         0.0000         0.0000          -7531.8445         0.0000     -7531.8445     -7531.8445         0.0000            309.2176       307.6627   1000000.0000       309.2176       307.6627
ENERGY:     369        67.5819       221.3872       669.1039         8.2612          -8959.1944       389.4469         0.0000         0.0000         0.0000          -7603.4134         0.0000     -7603.4134     -7603.4134         0.0000            295.5935       294.2474   1000000.0000       295.5935       294.2474
ENERGY:     370        68.1718       221.6026       669.1363         8.3153          -8960.7439       390.1628         0.0000         0.0000         0.0000          -7603.3552         0.0000     -7603.3552     -7603.3552         0.0000            296.0235       294.6778   1000000.0000       296.0235       294.6778
ENERGY:     371        67.6379       221.4075       669.1070         8.2664          -8959.3502       389.5177         0.0000         0.0000         0.0000          -7603.4136         0.0000     -7603.4136     -7603.4136         0.0000            295.6365       294.2904   1000000.0000       295.6365       294.2904
ENERGY:     372        67.6154       221.3993       669.1057         8.2643          -8959.2877       389.4893         0.0000         0.0000         0.0000          -7603.4136         0.0000     -7603.4136     -7603.4136         0.0000            295.6193       294.2732   1000000.0000       295.6193       294.2732
ENERGY:     373        73.3152       223.9367       669.4262         8.2074          -8990.2297       402.2890         0.0000         0.0000         0.0000          -7613.0552         0.0000     -7613.0552     -7613.0552         0.0000            296.5633       294.6632   1000000.0000       296.5633       294.6632
ENERGY:     374       104.3647       242.6071       670.6850         9.5852          -9014.4364       424.4758         0.0000         0.0000         0.0000          -7562.7186         0.0000     -7562.7186     -7562.7186         0.0000            297.1753       294.5110   1000000.0000       297.1753       294.5110
ENERGY:     375        68.5568       221.2675       669.2148         8.0635          -8980.5446       396.9838         0.0000         0.0000         0.0000          -7616.4583         0.0000     -7616.4583     -7616.4583         0.0000            296.3018       294.6133   1000000.0000       296.3018       294.6133
ENERGY:     376        68.9025       221.4510       669.2312         8.0704          -8981.5520       397.4681         0.0000         0.0000         0.0000          -7616.4288         0.0000     -7616.4288     -7616.4288         0.0000            296.3297       294.6213   1000000.0000       296.3297       294.6213
ENERGY:     377        68.5901       221.2850       669.2163         8.0641          -8980.6459       397.0318         0.0000         0.0000         0.0000          -7616.4586         0.0000     -7616.4586     -7616.4586         0.0000            296.3045       294.6140   1000000.0000       296.3045       294.6140
ENERGY:     378        68.5815       221.2805       669.2159         8.0639          -8980.6198       397.0194         0.0000         0.0000         0.0000          -7616.4585         0.0000     -7616.4585     -7616.4585         0.0000            296.3038       294.6139   1000000.0000       296.3038       294.6139
ENERGY:     379        68.5901       221.2850       669.2163         8.0641          -8980.6459       397.0318         0.0000         0.0000         0.0000          -7616.4586         0.0000     -7616.4586     -7616.4586         0.0000            296.3045       294.6140   1000000.0000       296.3045       294.6140
ENERGY:     380        68.9954       224.8516       669.8108         7.5611          -9009.9173       410.4754         0.0000         0.0000         0.0000          -7628.2229         0.0000     -7628.2229     -7628.2229         0.0000            295.5517       294.8889   1000000.0000       295.5517       294.8889
ENERGY:     381        89.1652       245.8332       671.4897         8.7498          -9032.1156       432.7390         0.0000         0.0000         0.0000          -7584.1389         0.0000     -7584.1389     -7584.1389         0.0000            294.4351       294.6282   1000000.0000       294.4351       294.6282
ENERGY:     382        66.8803       222.0322       669.5298         7.5306          -9002.2339       405.7523         0.0000         0.0000         0.0000          -7630.5086         0.0000     -7630.5086     -7630.5086         0.0000            295.8183       294.8775   1000000.0000       295.8183       294.8775
ENERGY:     383        67.0188       222.2486       669.5540         7.5273          -9003.0297       406.1928         0.0000         0.0000         0.0000          -7630.4882         0.0000     -7630.4882     -7630.4882         0.0000            295.7938       294.8814   1000000.0000       295.7938       294.8814
ENERGY:     384        66.8935       222.0532       669.5322         7.5302          -9002.3136       405.7961         0.0000         0.0000         0.0000          -7630.5086         0.0000     -7630.5086     -7630.5086         0.0000            295.8159       294.8779   1000000.0000       295.8159       294.8779
ENERGY:     385        73.1894       230.8098       670.5697         8.4016          -9036.2805       417.2208         0.0000         0.0000         0.0000          -7636.0893         0.0000     -7636.0893     -7636.0893         0.0000            296.1976       295.6695   1000000.0000       296.1976       295.6695
ENERGY:     386       109.5686       259.1636       672.9090        11.3485          -9062.2780       436.4247         0.0000         0.0000         0.0000          -7572.8637         0.0000     -7572.8637     -7572.8637         0.0000            295.1149       294.8149   1000000.0000       295.1149       294.8149
ENERGY:     387        66.8900       224.7601       669.9769         7.7825          -9023.0072       411.5093         0.0000         0.0000         0.0000          -7642.0884         0.0000     -7642.0884     -7642.0884         0.0000            296.2230       295.5435   1000000.0000       296.2230       295.5435
ENERGY:     388        67.2826       225.2102       670.0259         7.8279          -9024.3970       412.0201         0.0000         0.0000         0.0000          -7642.0303         0.0000     -7642.0303     -7642.0303         0.0000            296.2328       295.5697   1000000.0000       296.2328       295.5697
ENERGY:     389        66.9269       224.8036       669.9817         7.7869          -9023.1470       411.5598         0.0000         0.0000         0.0000          -7642.0882         0.0000     -7642.0882     -7642.0882         0.0000            296.2240       295.5461   1000000.0000       296.2240       295.5461
ENERGY:     390        66.9008       224.7728       669.9783         7.7838          -9023.0481       411.5241         0.0000         0.0000         0.0000          -7642.0884         0.0000     -7642.0884     -7642.0884         0.0000            296.2233       295.5443   1000000.0000       296.2233       295.5443
ENERGY:     391        76.2866       229.9311       670.9504         9.0983          -9055.0470       420.0340         0.0000         0.0000         0.0000          -7648.7466         0.0000     -7648.7466     -7648.7466         0.0000            300.8961       301.5172   1000000.0000       300.8961       301.5172
ENERGY:     392       118.7127       250.6378       673.0473        12.2620          -9077.8077       435.9917         0.0000         0.0000         0.0000          -7587.1561         0.0000     -7587.1561     -7587.1561         0.0000            304.0588       305.9719   1000000.0000       304.0588       305.9719
ENERGY:     393        68.5216       225.9884       670.4255         8.3499          -9043.2690       415.7550         0.0000         0.0000         0.0000          -7654.2286         0.0000     -7654.2286     -7654.2286         0.0000            299.2112       299.3091   1000000.0000       299.2112       299.3091
ENERGY:     394        69.0570       226.2693       670.4700         8.4113          -9044.5144       416.1305         0.0000         0.0000         0.0000          -7654.1764         0.0000     -7654.1764     -7654.1764         0.0000            299.3913       299.5416   1000000.0000       299.3913       299.5416
ENERGY:     395        68.5727       226.0153       670.4299         8.3559          -9043.3945       415.7921         0.0000         0.0000         0.0000          -7654.2286         0.0000     -7654.2286     -7654.2286         0.0000            299.2292       299.3323   1000000.0000       299.2292       299.3323
ENERGY:     396        72.3582       231.2978       671.8453         9.0641          -9075.8216       424.8055         0.0000         0.0000         0.0000          -7666.4508         0.0000     -7666.4508     -7666.4508         0.0000            298.9305       298.2799   1000000.0000       298.9305       298.2799
ENERGY:     397       101.2002       249.0001       674.3366        11.2679          -9098.2219       442.0016         0.0000         0.0000         0.0000          -7620.4153         0.0000     -7620.4153     -7620.4153         0.0000            297.9406       296.4586   1000000.0000       297.9406       296.4586
ENERGY:     398        68.7082       228.5045       671.3309         8.7071          -9067.5075       421.4214         0.0000         0.0000         0.0000          -7668.8354         0.0000     -7668.8354     -7668.8354         0.0000            299.1031       298.6770   1000000.0000       299.1031       298.6770
ENERGY:     399        68.9798       228.7374       671.3785         8.7372          -9068.3771       421.7305         0.0000         0.0000         0.0000          -7668.8137         0.0000     -7668.8137     -7668.8137         0.0000            299.0894       298.6411   1000000.0000       299.0894       298.6411
ENERGY:     400        68.7345       228.5274       671.3356         8.7100          -9067.5948       421.4520         0.0000         0.0000         0.0000          -7668.8354         0.0000     -7668.8354     -7668.8354         0.0000            299.1018       298.6735   1000000.0000       299.1018       298.6735
ENERGY:     401        68.0089       232.8108       672.7474         8.1349          -9092.8829       430.5891         0.0000         0.0000         0.0000          -7680.5918         0.0000     -7680.5918     -7680.5918         0.0000            303.9574       300.2945   1000000.0000       303.9574       300.2945
ENERGY:     402        88.9152       252.4762       675.6226         9.1350          -9108.1248       448.6902         0.0000         0.0000         0.0000          -7633.2856         0.0000     -7633.2856     -7633.2856         0.0000            308.3569       301.4078   1000000.0000       308.3569       301.4078
ENERGY:     403        65.9578       229.9187       672.1715         8.1407          -9086.3923       426.9899         0.0000         0.0000         0.0000          -7683.2137         0.0000     -7683.2137     -7683.2137         0.0000            302.5730       299.8837   1000000.0000       302.5730       299.8837
ENERGY:     404        66.0758       230.1459       672.2232         8.1338          -9087.0861       427.3155         0.0000         0.0000         0.0000          -7683.1918         0.0000     -7683.1918     -7683.1918         0.0000            302.7132       299.9267   1000000.0000       302.7132       299.9267
ENERGY:     405        65.9687       229.9408       672.1766         8.1400          -9086.4620       427.0221         0.0000         0.0000         0.0000          -7683.2139         0.0000     -7683.2139     -7683.2139         0.0000            302.5871       299.8880   1000000.0000       302.5871       299.8880
ENERGY:     406        72.7924       231.2580       673.5883         7.6219          -9109.4157       435.6732         0.0000         0.0000         0.0000          -7688.4820         0.0000     -7688.4820     -7688.4820         0.0000            309.6653       306.8744   1000000.0000       309.6653       306.8744
ENERGY:     407       108.0442       251.1383       676.1471         9.1139          -9124.3035       452.6095         0.0000         0.0000         0.0000          -7627.2506         0.0000     -7627.2506     -7627.2506         0.0000            315.6467       312.6398   1000000.0000       315.6467       312.6398
ENERGY:     408        66.4744       228.4378       672.8525         7.5943          -9100.7661       431.1332         0.0000         0.0000         0.0000          -7694.2739         0.0000     -7694.2739     -7694.2739         0.0000            306.8544       304.1174   1000000.0000       306.8544       304.1174
ENERGY:     409        66.8809       228.5718       672.9167         7.5811          -9101.6981       431.5259         0.0000         0.0000         0.0000          -7694.2216         0.0000     -7694.2216     -7694.2216         0.0000            307.1452       304.4039   1000000.0000       307.1452       304.4039
ENERGY:     410        66.5128       228.4497       672.8588         7.5928          -9100.8598       431.1719         0.0000         0.0000         0.0000          -7694.2737         0.0000     -7694.2737     -7694.2737         0.0000            306.8837       304.1398   1000000.0000       306.8837       304.1398
ENERGY:     411        66.4889       228.4423       672.8549         7.5937          -9100.8018       431.1479         0.0000         0.0000         0.0000          -7694.2741         0.0000     -7694.2741     -7694.2741         0.0000            306.8655       304.1218   1000000.0000       306.8655       304.1218
ENERGY:     412        66.4926       228.4434       672.8555         7.5936          -9100.8105       431.1515         0.0000         0.0000         0.0000          -7694.2739         0.0000     -7694.2739     -7694.2739         0.0000            306.8683       304.1246   1000000.0000       306.8683       304.1246
ENERGY:     413        66.4889       228.4423       672.8549         7.5937          -9100.8018       431.1479         0.0000         0.0000         0.0000          -7694.2741         0.0000     -7694.2741     -7694.2741         0.0000            306.8655       304.1218   1000000.0000       306.8655       304.1218
ENERGY:     414        73.8466       230.8224       674.2317         8.1670          -9126.5826       437.9473         0.0000         0.0000         0.0000          -7701.5676         0.0000     -7701.5676     -7701.5676         0.0000            303.0529       303.9549   1000000.0000       303.0529       303.9549
ENERGY:     415       105.5235       247.9094       676.7975        10.7166          -9145.8201       452.1216         0.0000         0.0000         0.0000          -7652.7514         0.0000     -7652.7514     -7652.7514         0.0000            298.3333       302.7688   1000000.0000       298.3333       302.7688
ENERGY:     416        68.3102       228.2340       673.5837         7.7269          -9117.8300       434.6740         0.0000         0.0000         0.0000          -7705.3012         0.0000     -7705.3012     -7705.3012         0.0000            304.5912       304.1611   1000000.0000       304.5912       304.1611
ENERGY:     417        68.7153       228.4027       673.6410         7.7589          -9118.7442       434.9591         0.0000         0.0000         0.0000          -7705.2672         0.0000     -7705.2672     -7705.2672         0.0000            304.4444       304.1481   1000000.0000       304.4444       304.1481
ENERGY:     418        68.3493       228.2499       673.5893         7.7300          -9117.9218       434.7021         0.0000         0.0000         0.0000          -7705.3012         0.0000     -7705.3012     -7705.3012         0.0000            304.5765       304.1598   1000000.0000       304.5765       304.1598
ENERGY:     419        70.5298       231.4466       674.5830         8.4401          -9142.1956       440.7982         0.0000         0.0000         0.0000          -7716.3979         0.0000     -7716.3979     -7716.3979         0.0000            306.3000       307.9239   1000000.0000       306.3000       307.9239
ENERGY:     420        89.8358       245.8172       676.4781        10.4305          -9160.5236       454.0764         0.0000         0.0000         0.0000          -7683.8856         0.0000     -7683.8856     -7683.8856         0.0000            307.7996       311.3717   1000000.0000       307.7996       311.3717
ENERGY:     421        68.4251       229.6458       674.2577         8.1504          -9136.8412       438.7234         0.0000         0.0000         0.0000          -7717.6389         0.0000     -7717.6389     -7717.6389         0.0000            305.9215       307.0585   1000000.0000       305.9215       307.0585
ENERGY:     422        68.5902       229.7961       674.2876         8.1759          -9137.3916       438.9127         0.0000         0.0000         0.0000          -7717.6290         0.0000     -7717.6290     -7717.6290         0.0000            305.9605       307.1463   1000000.0000       305.9605       307.1463
ENERGY:     423        68.4418       229.6610       674.2607         8.1530          -9136.8982       438.7428         0.0000         0.0000         0.0000          -7717.6389         0.0000     -7717.6389     -7717.6389         0.0000            305.9257       307.0676   1000000.0000       305.9257       307.0676
ENERGY:     424        69.8411       231.7050       675.2996         8.0143          -9161.8471       446.4198         0.0000         0.0000         0.0000          -7730.5673         0.0000     -7730.5673     -7730.5673         0.0000            311.0922       309.5895   1000000.0000       311.0922       309.5895
ENERGY:     425        83.1714       243.3393       677.2146         9.1786          -9181.0387       461.1853         0.0000         0.0000         0.0000          -7706.9494         0.0000     -7706.9494     -7706.9494         0.0000            316.3752       312.1557   1000000.0000       316.3752       312.1557
ENERGY:     426        68.9179       230.8329       675.0976         7.9549          -9158.6631       444.9417         0.0000         0.0000         0.0000          -7730.9181         0.0000     -7730.9181     -7730.9181         0.0000            310.3651       309.2406   1000000.0000       310.3651       309.2406
ENERGY:     427        68.9996       230.9113       675.1169         7.9597          -9158.9874       445.0832         0.0000         0.0000         0.0000          -7730.9169         0.0000     -7730.9169     -7730.9169         0.0000            310.4373       309.2749   1000000.0000       310.4373       309.2749
ENERGY:     428        68.9375       230.8517       675.1023         7.9560          -9158.7419       444.9758         0.0000         0.0000         0.0000          -7730.9188         0.0000     -7730.9188     -7730.9188         0.0000            310.3824       309.2488   1000000.0000       310.3824       309.2488
ENERGY:     429        68.9355       230.8498       675.1018         7.9559          -9158.7340       444.9723         0.0000         0.0000         0.0000          -7730.9187         0.0000     -7730.9187     -7730.9187         0.0000            310.3807       309.2480   1000000.0000       310.3807       309.2480
ENERGY:     430        68.9375       230.8517       675.1023         7.9560          -9158.7419       444.9758         0.0000         0.0000         0.0000          -7730.9188         0.0000     -7730.9188     -7730.9188         0.0000            310.3824       309.2488   1000000.0000       310.3824       309.2488
ENERGY:     431        72.4350       231.8613       675.9678         7.6481          -9181.7733       453.7742         0.0000         0.0000         0.0000          -7740.0868         0.0000     -7740.0868     -7740.0868         0.0000            314.5507       314.0092   1000000.0000       314.5507       314.0092
ENERGY:     432        92.8357       242.8203       677.6353         8.6233          -9198.9930       469.7015         0.0000         0.0000         0.0000          -7707.3769         0.0000     -7707.3769     -7707.3769         0.0000            318.6608       318.6038   1000000.0000       318.6608       318.6038
ENERGY:     433        69.7676       230.5839       675.6444         7.6037          -9175.9377       450.6795         0.0000         0.0000         0.0000          -7741.6585         0.0000     -7741.6585     -7741.6585         0.0000            313.4172       312.7223   1000000.0000       313.4172       312.7223
ENERGY:     434        69.9755       230.6767       675.6738         7.6037          -9176.5418       450.9651         0.0000         0.0000         0.0000          -7741.6470         0.0000     -7741.6470     -7741.6470         0.0000            313.5310       312.8517   1000000.0000       313.5310       312.8517
ENERGY:     435        69.7905       230.5941       675.6477         7.6037          -9176.0063       450.7116         0.0000         0.0000         0.0000          -7741.6587         0.0000     -7741.6587     -7741.6587         0.0000            313.4301       312.7370   1000000.0000       313.4301       312.7370
ENERGY:     436        68.1517       234.5748       676.0023         8.2043          -9197.7561       459.0569         0.0000         0.0000         0.0000          -7751.7661         0.0000     -7751.7661     -7751.7661         0.0000            312.9856       312.6734   1000000.0000       312.9856       312.6734
ENERGY:     437        80.6131       248.4070       677.0915         9.9720          -9213.6575       474.6358         0.0000         0.0000         0.0000          -7722.9381         0.0000     -7722.9381     -7722.9381         0.0000            312.6906       312.7712   1000000.0000       312.6906       312.7712
ENERGY:     438        67.2694       232.7340       675.8495         7.9571          -9193.1150       456.4788         0.0000         0.0000         0.0000          -7752.8262         0.0000     -7752.8262     -7752.8262         0.0000            313.0947       312.6923   1000000.0000       313.0947       312.6923
ENERGY:     439        67.3219       232.8927       675.8628         7.9788          -9193.5942       456.7189         0.0000         0.0000         0.0000          -7752.8191         0.0000     -7752.8191     -7752.8191         0.0000            313.0834       312.6900   1000000.0000       313.0834       312.6900
ENERGY:     440        67.2755       232.7536       675.8511         7.9597          -9193.1754       456.5087         0.0000         0.0000         0.0000          -7752.8267         0.0000     -7752.8267     -7752.8267         0.0000            313.0932       312.6919   1000000.0000       313.0932       312.6919
ENERGY:     441        69.3277       235.5462       675.9380         8.2782          -9215.4986       462.9505         0.0000         0.0000         0.0000          -7763.4580         0.0000     -7763.4580     -7763.4580         0.0000            315.4469       314.4248   1000000.0000       315.4469       314.4248
ENERGY:     442        84.4773       247.8595       676.7558         9.5717          -9231.6048       476.2144         0.0000         0.0000         0.0000          -7736.7261         0.0000     -7736.7261     -7736.7261         0.0000            317.9165       316.3389   1000000.0000       317.9165       316.3389
ENERGY:     443        67.7966       234.1531       675.8558         8.1288          -9211.2617       461.0476         0.0000         0.0000         0.0000          -7764.2798         0.0000     -7764.2798     -7764.2798         0.0000            314.9486       314.0547   1000000.0000       314.9486       314.0547
ENERGY:     444        67.9231       234.2729       675.8624         8.1418          -9211.6977       461.2244         0.0000         0.0000         0.0000          -7764.2731         0.0000     -7764.2731     -7764.2731         0.0000            314.9985       314.0917   1000000.0000       314.9985       314.0917
ENERGY:     445        67.8090       234.1649       675.8565         8.1301          -9211.3056       461.0651         0.0000         0.0000         0.0000          -7764.2800         0.0000     -7764.2800     -7764.2800         0.0000            314.9536       314.0584   1000000.0000       314.9536       314.0584
ENERGY:     446        73.1208       234.1593       676.3437         8.1206          -9232.5533       466.7376         0.0000         0.0000         0.0000          -7774.0713         0.0000     -7774.0713     -7774.0713         0.0000            322.4511       321.3663   1000000.0000       322.4511       321.3663
ENERGY:     447        91.7509       244.6936       677.6711         9.5459          -9247.1846       479.0382         0.0000         0.0000         0.0000          -7744.4848         0.0000     -7744.4848     -7744.4848         0.0000            329.9143       328.7010   1000000.0000       329.9143       328.7010
ENERGY:     448        70.5402       233.1815       676.1422         7.9877          -9227.8671       464.7355         0.0000         0.0000         0.0000          -7775.2801         0.0000     -7775.2801     -7775.2801         0.0000            320.5961       319.5553   1000000.0000       320.5961       319.5553
ENERGY:     449        70.7608       233.2496       676.1599         7.9969          -9228.3538       464.9178         0.0000         0.0000         0.0000          -7775.2687         0.0000     -7775.2687     -7775.2687         0.0000            320.7823       319.7371   1000000.0000       320.7823       319.7371
ENERGY:     450        70.5619       233.1880       676.1440         7.9886          -9227.9156       464.7536         0.0000         0.0000         0.0000          -7775.2797         0.0000     -7775.2797     -7775.2797         0.0000            320.6149       319.5735   1000000.0000       320.6149       319.5735
ENERGY:     451        71.7408       238.7371       676.5728         8.1547          -9246.9351       468.2394         0.0000         0.0000         0.0000          -7783.4904         0.0000     -7783.4904     -7783.4904         0.0000            320.3152       317.9164   1000000.0000       320.3152       317.9164
ENERGY:     452        89.4065       255.3723       677.8480         9.5732          -9258.8901       478.2373         0.0000         0.0000         0.0000          -7748.4527         0.0000     -7748.4527     -7748.4527         0.0000            319.7528       315.9298   1000000.0000       319.7528       315.9298
ENERGY:     453        69.6277       235.8373       676.3494         7.9699          -9241.8177       466.5041         0.0000         0.0000         0.0000          -7785.5293         0.0000     -7785.5293     -7785.5293         0.0000            320.4456       318.4757   1000000.0000       320.4456       318.4757
ENERGY:     454        69.7686       236.0792       676.3680         7.9830          -9242.3598       466.6509         0.0000         0.0000         0.0000          -7785.5100         0.0000     -7785.5100     -7785.5100         0.0000            320.4342       318.4220   1000000.0000       320.4342       318.4220
ENERGY:     455        69.6411       235.8610       676.3513         7.9711          -9241.8719       466.5185         0.0000         0.0000         0.0000          -7785.5289         0.0000     -7785.5289     -7785.5289         0.0000            320.4445       318.4705   1000000.0000       320.4445       318.4705
ENERGY:     456        69.6308       235.8428       676.3499         7.9702          -9241.8304       466.5074         0.0000         0.0000         0.0000          -7785.5293         0.0000     -7785.5293     -7785.5293         0.0000            320.4453       318.4745   1000000.0000       320.4453       318.4745
ENERGY:     457        69.6277       235.8373       676.3494         7.9699          -9241.8176       466.5041         0.0000         0.0000         0.0000          -7785.5293         0.0000     -7785.5293     -7785.5293         0.0000            320.4456       318.4758   1000000.0000       320.4456       318.4758
ENERGY:     458        68.9168       241.4018       676.3776         8.2269          -9258.0046       468.1255         0.0000         0.0000         0.0000          -7794.9560         0.0000     -7794.9560     -7794.9560         0.0000            320.5967       320.7931   1000000.0000       320.5967       320.7931
ENERGY:     459        81.7209       258.0764       677.2221         9.5796          -9266.6665       477.2308         0.0000         0.0000         0.0000          -7762.8366         0.0000     -7762.8366     -7762.8366         0.0000            320.9019       323.2871   1000000.0000       320.9019       323.2871
ENERGY:     460        67.7738       238.7856       676.2881         8.0486          -9254.3579       466.9867         0.0000         0.0000         0.0000          -7796.4750         0.0000     -7796.4750     -7796.4750         0.0000            320.5524       320.1755   1000000.0000       320.5524       320.1755
ENERGY:     461        67.8434       239.0098       676.2943         8.0628          -9254.7487       467.0770         0.0000         0.0000         0.0000          -7796.4615         0.0000     -7796.4615     -7796.4615         0.0000            320.5566       320.2386   1000000.0000       320.5566       320.2386
ENERGY:     462        67.7803       238.8077       676.2887         8.0500          -9254.3973       466.9955         0.0000         0.0000         0.0000          -7796.4751         0.0000     -7796.4751     -7796.4751         0.0000            320.5527       320.1818   1000000.0000       320.5527       320.1818
ENERGY:     463        71.4564       239.5096       676.5901         8.3746          -9269.1949       469.6501         0.0000         0.0000         0.0000          -7803.6140         0.0000     -7803.6140     -7803.6140         0.0000            323.1865       323.9129   1000000.0000       323.1865       323.9129
ENERGY:     464        90.9908       251.7866       677.8632         9.9547          -9276.0615       480.1911         0.0000         0.0000         0.0000          -7765.2751         0.0000     -7765.2751     -7765.2751         0.0000            326.0402       327.7673   1000000.0000       326.0402       327.7673
ENERGY:     465        68.4054       237.9626       676.3770         8.1223          -9265.0333       467.9075         0.0000         0.0000         0.0000          -7806.2586         0.0000     -7806.2586     -7806.2586         0.0000            322.2767       322.6394   1000000.0000       322.2767       322.6394
ENERGY:     466        68.6267       238.0555       676.3931         8.1409          -9265.4940       468.0420         0.0000         0.0000         0.0000          -7806.2359         0.0000     -7806.2359     -7806.2359         0.0000            322.3670       322.7666   1000000.0000       322.3670       322.7666
ENERGY:     467        68.4266       237.9712       676.3786         8.1241          -9265.0799       467.9205         0.0000         0.0000         0.0000          -7806.2589         0.0000     -7806.2589     -7806.2589         0.0000            322.2857       322.6520   1000000.0000       322.2857       322.6520
ENERGY:     468        68.4220       237.9693       676.3782         8.1237          -9265.0698       467.9177         0.0000         0.0000         0.0000          -7806.2588         0.0000     -7806.2588     -7806.2588         0.0000            322.2837       322.6493   1000000.0000       322.2837       322.6493
ENERGY:     469        68.4266       237.9712       676.3786         8.1241          -9265.0799       467.9205         0.0000         0.0000         0.0000          -7806.2589         0.0000     -7806.2589     -7806.2589         0.0000            322.2857       322.6520   1000000.0000       322.2857       322.6520
ENERGY:     470        71.9838       238.2853       676.7041         8.1061          -9279.0197       471.4446         0.0000         0.0000         0.0000          -7812.4958         0.0000     -7812.4958     -7812.4958         0.0000            322.6443       320.0581   1000000.0000       322.6443       320.0581
ENERGY:     471        92.3125       249.8017       677.8164         9.1075          -9284.8964       482.2474         0.0000         0.0000         0.0000          -7773.6110         0.0000     -7773.6110     -7773.6110         0.0000            323.0538       317.4775   1000000.0000       323.0538       317.4775
ENERGY:     472        68.7733       236.8691       676.4944         7.9958          -9274.9335       469.3810         0.0000         0.0000         0.0000          -7815.4199         0.0000     -7815.4199     -7815.4199         0.0000            322.5223       321.0068   1000000.0000       322.5223       321.0068
ENERGY:     473        68.9963       236.9443       676.5106         8.0009          -9275.3917       469.5463         0.0000         0.0000         0.0000          -7815.3933         0.0000     -7815.3933     -7815.3933         0.0000            322.5350       320.9127   1000000.0000       322.5350       320.9127
ENERGY:     474        68.7947       236.8760       676.4960         7.9963          -9274.9794       469.3971         0.0000         0.0000         0.0000          -7815.4194         0.0000     -7815.4194     -7815.4194         0.0000            322.5238       320.9976   1000000.0000       322.5238       320.9976
ENERGY:     475        68.7781       236.8707       676.4947         7.9959          -9274.9440       469.3846         0.0000         0.0000         0.0000          -7815.4200         0.0000     -7815.4200     -7815.4200         0.0000            322.5226       321.0047   1000000.0000       322.5226       321.0047
