ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:    2371        59.9074       213.5570       670.4758         9.7987         -10436.3769       684.1358         0.0000         0.0000         0.0000          -8798.5022         0.0000     -8798.5022     -8798.5022         0.0000            453.5470       452.2910   1000000.0000       453.5470       452.2910
ENERGY:    2372        59.9074       213.5570       670.4758         9.7987         -10436.3770       684.1360         0.0000         0.0000         0.0000          -8798.5022         0.0000     -8798.5022     -8798.5022         0.0000            453.5469       452.2909   1000000.0000       453.5469       452.2909
ENERGY:    2373        61.5111       213.6316       670.7182         9.9180         -10435.0686       681.6697         0.0000         0.0000         0.0000          -8797.6201         0.0000     -8797.6201     -8797.6201         0.0000            453.6876       452.6364   1000000.0000       453.6876       452.6364
ENERGY:    2374        60.1233       213.4167       670.5452         9.8196         -10436.0456       683.2367         0.0000         0.0000         0.0000          -8798.9041         0.0000     -8798.9041     -8798.9041         0.0000            453.6503       452.4690   1000000.0000       453.6503       452.4690
ENERGY:    2375        60.2043       213.4113       670.5597         9.8259         -10435.9702       683.0775         0.0000         0.0000         0.0000          -8798.8915         0.0000     -8798.8915     -8798.8915         0.0000            453.6625       452.4943   1000000.0000       453.6625       452.4943
ENERGY:    2376        60.1308       213.4159       670.5466         9.8202         -10436.0383       683.2207         0.0000         0.0000         0.0000          -8798.9040         0.0000     -8798.9040     -8798.9040         0.0000            453.6516       452.4716   1000000.0000       453.6516       452.4716
ENERGY:    2377        60.1245       213.4166       670.5454         9.8197         -10436.0445       683.2342         0.0000         0.0000         0.0000          -8798.9041         0.0000     -8798.9041     -8798.9041         0.0000            453.6505       452.4694   1000000.0000       453.6505       452.4694
ENERGY:    2378        60.1234       213.4167       670.5452         9.8196         -10436.0455       683.2364         0.0000         0.0000         0.0000          -8798.9041         0.0000     -8798.9041     -8798.9041         0.0000            453.6504       452.4690   1000000.0000       453.6504       452.4690
ENERGY:    2379        60.1235       213.4167       670.5453         9.8196         -10436.0454       683.2362         0.0000         0.0000         0.0000          -8798.9041         0.0000     -8798.9041     -8798.9041         0.0000            453.6504       452.4691   1000000.0000       453.6504       452.4691
ENERGY:    2380        60.1234       213.4167       670.5452         9.8196         -10436.0455       683.2364         0.0000         0.0000         0.0000          -8798.9041         0.0000     -8798.9041     -8798.9041         0.0000            453.6504       452.4690   1000000.0000       453.6504       452.4690
ENERGY:    2381        61.0607       214.2022       670.7909         9.6866         -10434.4747       680.7027         0.0000         0.0000         0.0000          -8798.0316         0.0000     -8798.0316     -8798.0316         0.0000            452.5216       451.9284   1000000.0000       452.5216       451.9284
ENERGY:    2382        60.0966       213.5376       670.6187         9.7517         -10435.6198       682.3085         0.0000         0.0000         0.0000          -8799.3066         0.0000     -8799.3066     -8799.3066         0.0000            453.2965       452.3247   1000000.0000       453.2965       452.3247
ENERGY:    2383        60.1347       213.5782       670.6336         9.7420         -10435.5277       682.1448         0.0000         0.0000         0.0000          -8799.2945         0.0000     -8799.2945     -8799.2945         0.0000            453.2271       452.2929   1000000.0000       453.2271       452.2929
ENERGY:    2384        60.0999       213.5414       670.6202         9.7507         -10435.6108       682.2921         0.0000         0.0000         0.0000          -8799.3065         0.0000     -8799.3065     -8799.3065         0.0000            453.2897       452.3217   1000000.0000       453.2897       452.3217
ENERGY:    2385        60.0970       213.5380       670.6189         9.7516         -10435.6188       682.3068         0.0000         0.0000         0.0000          -8799.3065         0.0000     -8799.3065     -8799.3065         0.0000            453.2959       452.3245   1000000.0000       453.2959       452.3245
ENERGY:    2386        60.8665       213.4892       671.0063         9.5659         -10433.6692       680.5607         0.0000         0.0000         0.0000          -8798.1806         0.0000     -8798.1806     -8798.1806         0.0000            451.3389       450.7264   1000000.0000       451.3389       450.7264
ENERGY:    2387        59.9562       213.3598       670.7305         9.6745         -10435.1037       681.7060         0.0000         0.0000         0.0000          -8799.6767         0.0000     -8799.6767     -8799.6767         0.0000            452.6977       451.8451   1000000.0000       452.6977       451.8451
ENERGY:    2388        59.9754       213.3434       670.7550         9.6608         -10434.9843       681.5874         0.0000         0.0000         0.0000          -8799.6622         0.0000     -8799.6622     -8799.6622         0.0000            452.5711       451.7424   1000000.0000       452.5711       451.7424
ENERGY:    2389        59.9574       213.3579       670.7329         9.6731         -10435.0922       681.6941         0.0000         0.0000         0.0000          -8799.6768         0.0000     -8799.6768     -8799.6768         0.0000            452.6851       451.8348   1000000.0000       452.6851       451.8348
ENERGY:    2390        59.9569       213.3586       670.7320         9.6736         -10435.0965       681.6984         0.0000         0.0000         0.0000          -8799.6769         0.0000     -8799.6769     -8799.6769         0.0000            452.6897       451.8385   1000000.0000       452.6897       451.8385
ENERGY:    2391        59.9568       213.3588       670.7318         9.6738         -10435.0979       681.6999         0.0000         0.0000         0.0000          -8799.6769         0.0000     -8799.6769     -8799.6769         0.0000            452.6912       451.8398   1000000.0000       452.6912       451.8398
ENERGY:    2392        59.9567       213.3589       670.7316         9.6738         -10435.0986       681.7007         0.0000         0.0000         0.0000          -8799.6769         0.0000     -8799.6769     -8799.6769         0.0000            452.6920       451.8404   1000000.0000       452.6920       451.8404
ENERGY:    2393        59.9568       213.3588       670.7318         9.6738         -10435.0979       681.6999         0.0000         0.0000         0.0000          -8799.6769         0.0000     -8799.6769     -8799.6769         0.0000            452.6912       451.8398   1000000.0000       452.6912       451.8398
ENERGY:    2394        61.0492       213.4461       671.0706         9.8621         -10433.8385       679.7810         0.0000         0.0000         0.0000          -8798.6295         0.0000     -8798.6295     -8798.6295         0.0000            452.3146       451.2386   1000000.0000       452.3146       451.2386
ENERGY:    2395        59.9510       213.2243       670.8323         9.7198         -10434.8055       681.0236         0.0000         0.0000         0.0000          -8800.0546         0.0000     -8800.0546     -8800.0546         0.0000            452.6158       451.6873   1000000.0000       452.6158       451.6873
ENERGY:    2396        59.9949       213.2178       670.8536         9.7308         -10434.7334       680.8949         0.0000         0.0000         0.0000          -8800.0415         0.0000     -8800.0415     -8800.0415         0.0000            452.5944       451.6510   1000000.0000       452.5944       451.6510
ENERGY:    2397        59.9547       213.2233       670.8344         9.7208         -10434.7987       681.0107         0.0000         0.0000         0.0000          -8800.0547         0.0000     -8800.0547     -8800.0547         0.0000            452.6137       451.6837   1000000.0000       452.6137       451.6837
ENERGY:    2398        59.9534       213.2236       670.8337         9.7205         -10434.8010       681.0150         0.0000         0.0000         0.0000          -8800.0547         0.0000     -8800.0547     -8800.0547         0.0000            452.6144       451.6849   1000000.0000       452.6144       451.6849
ENERGY:    2399        59.9529       213.2238       670.8334         9.7203         -10434.8020       681.0169         0.0000         0.0000         0.0000          -8800.0547         0.0000     -8800.0547     -8800.0547         0.0000            452.6147       451.6854   1000000.0000       452.6147       451.6854
ENERGY:    2400        59.9534       213.2236       670.8337         9.7205         -10434.8010       681.0150         0.0000         0.0000         0.0000          -8800.0547         0.0000     -8800.0547     -8800.0547         0.0000            452.6144       451.6417   1000000.0000       452.6144       451.6417
ENERGY:    2401        61.8425       213.4541       671.0789        10.2880         -10434.4209       678.9584         0.0000         0.0000         0.0000          -8798.7989         0.0000     -8798.7989     -8798.7989         0.0000            453.3374       451.4698   1000000.0000       453.3374       451.4698
ENERGY:    2402        60.1669       213.1303       670.8950         9.8810         -10434.8173       680.3248         0.0000         0.0000         0.0000          -8800.4193         0.0000     -8800.4193     -8800.4193         0.0000            452.8991       451.6384   1000000.0000       452.8991       451.6384
ENERGY:    2403        60.2596       213.1308       670.9101         9.9175         -10434.8032       680.1823         0.0000         0.0000         0.0000          -8800.4029         0.0000     -8800.4029     -8800.4029         0.0000            452.9532       451.6316   1000000.0000       452.9532       451.6316
ENERGY:    2404        60.1754       213.1300       670.8965         9.8846         -10434.8160       680.3105         0.0000         0.0000         0.0000          -8800.4191         0.0000     -8800.4191     -8800.4191         0.0000            452.9047       451.6378   1000000.0000       452.9047       451.6378
ENERGY:    2405        60.1677       213.1302       670.8952         9.8813         -10434.8171       680.3234         0.0000         0.0000         0.0000          -8800.4193         0.0000     -8800.4193     -8800.4193         0.0000            452.8997       451.6383   1000000.0000       452.8997       451.6383
ENERGY:    2406        60.1669       213.1303       670.8950         9.8810         -10434.8173       680.3248         0.0000         0.0000         0.0000          -8800.4193         0.0000     -8800.4193     -8800.4193         0.0000            452.8991       451.6384   1000000.0000       452.8991       451.6384
ENERGY:    2407        60.6942       214.9091       671.0727        10.1638         -10434.0753       678.3661         0.0000         0.0000         0.0000          -8798.8694         0.0000     -8798.8694     -8798.8694         0.0000            454.4254       453.0500   1000000.0000       454.4254       453.0500
ENERGY:    2408        59.8961       213.4819       670.9337         9.9510         -10434.7370       679.6998         0.0000         0.0000         0.0000          -8800.7746         0.0000     -8800.7746     -8800.7746         0.0000            453.4134       452.1177   1000000.0000       453.4134       452.1177
ENERGY:    2409        59.8863       213.5861       670.9445         9.9691         -10434.7005       679.5589         0.0000         0.0000         0.0000          -8800.7557         0.0000     -8800.7557     -8800.7557         0.0000            453.5259       452.2222   1000000.0000       453.5259       452.2222
ENERGY:    2410        59.8942       213.4919       670.9347         9.9528         -10434.7336       679.6856         0.0000         0.0000         0.0000          -8800.7743         0.0000     -8800.7743     -8800.7743         0.0000            453.4248       452.1283   1000000.0000       453.4248       452.1283
ENERGY:    2411        59.8959       213.4829       670.9338         9.9512         -10434.7367       679.6984         0.0000         0.0000         0.0000          -8800.7746         0.0000     -8800.7746     -8800.7746         0.0000            453.4145       452.1188   1000000.0000       453.4145       452.1188
ENERGY:    2412        59.8957       213.4838       670.9339         9.9513         -10434.7364       679.6971         0.0000         0.0000         0.0000          -8800.7746         0.0000     -8800.7746     -8800.7746         0.0000            453.4155       452.1197   1000000.0000       453.4155       452.1197
ENERGY:    2413        61.1209       213.9374       671.1594         9.7717         -10434.1565       679.1345         0.0000         0.0000         0.0000          -8799.0326         0.0000     -8799.0326     -8799.0326         0.0000            451.3957       449.7702   1000000.0000       451.3957       449.7702
ENERGY:    2414        59.8056       213.4260       670.9840         9.8779         -10434.7193       679.4941         0.0000         0.0000         0.0000          -8801.1317         0.0000     -8801.1317     -8801.1317         0.0000            452.8848       451.4904   1000000.0000       452.8848       451.4904
ENERGY:    2415        59.8393       213.4355       670.9981         9.8627         -10434.6968       679.4493         0.0000         0.0000         0.0000          -8801.1119         0.0000     -8801.1119     -8801.1119         0.0000            452.7482       451.3302   1000000.0000       452.7482       451.3302
ENERGY:    2416        59.8080       213.4265       670.9854         9.8763         -10434.7173       679.4896         0.0000         0.0000         0.0000          -8801.1315         0.0000     -8801.1315     -8801.1315         0.0000            452.8713       451.4745   1000000.0000       452.8713       451.4745
ENERGY:    2417        59.8059       213.4260       670.9842         9.8777         -10434.7190       679.4935         0.0000         0.0000         0.0000          -8801.1317         0.0000     -8801.1317     -8801.1317         0.0000            452.8829       451.4881   1000000.0000       452.8829       451.4881
ENERGY:    2418        61.3054       213.9464       671.2232         9.5489         -10433.8337       678.8233         0.0000         0.0000         0.0000          -8798.9865         0.0000     -8798.9865     -8798.9865         0.0000            452.7014       451.8414   1000000.0000       452.7014       451.8414
ENERGY:    2419        59.7241       213.3636       671.0322         9.7636         -10434.6380       679.2722         0.0000         0.0000         0.0000          -8801.4824         0.0000     -8801.4824     -8801.4824         0.0000            452.8978       451.6483   1000000.0000       452.8978       451.6483
ENERGY:    2420        59.7644       213.3728       671.0471         9.7362         -10434.5951       679.2176         0.0000         0.0000         0.0000          -8801.4570         0.0000     -8801.4570     -8801.4570         0.0000            452.8939       451.6833   1000000.0000       452.8939       451.6833
ENERGY:    2421        59.7269       213.3640       671.0336         9.7608         -10434.6341       679.2666         0.0000         0.0000         0.0000          -8801.4821         0.0000     -8801.4821     -8801.4821         0.0000            452.8975       451.6520   1000000.0000       452.8975       451.6520
ENERGY:    2422        59.7244       213.3636       671.0323         9.7633         -10434.6376       679.2716         0.0000         0.0000         0.0000          -8801.4824         0.0000     -8801.4824     -8801.4824         0.0000            452.8978       451.6487   1000000.0000       452.8978       451.6487
ENERGY:    2423        62.2746       213.7566       671.2461         9.6819         -10435.4667       678.8971         0.0000         0.0000         0.0000          -8799.6104         0.0000     -8799.6104     -8799.6104         0.0000            451.5316       451.1545   1000000.0000       451.5316       451.1545
ENERGY:    2424        60.0194       213.2565       671.0762         9.7170         -10435.0713       679.1199         0.0000         0.0000         0.0000          -8801.8822         0.0000     -8801.8822     -8801.8822         0.0000            452.5646       451.5703   1000000.0000       452.5646       451.5703
ENERGY:    2425        60.1465       213.2586       671.0890         9.7087         -10435.1518       679.0884         0.0000         0.0000         0.0000          -8801.8606         0.0000     -8801.8606     -8801.8606         0.0000            452.4760       451.5429   1000000.0000       452.4760       451.5429
ENERGY:    2426        60.0311       213.2563       671.0774         9.7161         -10435.0802       679.1167         0.0000         0.0000         0.0000          -8801.8826         0.0000     -8801.8826     -8801.8826         0.0000            452.5556       451.5675   1000000.0000       452.5556       451.5675
ENERGY:    2427        60.0279       213.2563       671.0771         9.7164         -10435.0779       679.1176         0.0000         0.0000         0.0000          -8801.8827         0.0000     -8801.8827     -8801.8827         0.0000            452.5580       451.5682   1000000.0000       452.5580       451.5682
ENERGY:    2428        60.0265       213.2564       671.0769         9.7165         -10435.0768       679.1180         0.0000         0.0000         0.0000          -8801.8826         0.0000     -8801.8826     -8801.8826         0.0000            452.5591       451.5686   1000000.0000       452.5591       451.5686
ENERGY:    2429        60.0279       213.2563       671.0771         9.7164         -10435.0779       679.1176         0.0000         0.0000         0.0000          -8801.8827         0.0000     -8801.8827     -8801.8827         0.0000            452.5580       451.5682   1000000.0000       452.5580       451.5682
ENERGY:    2430        61.9838       213.4952       671.3220         9.8546         -10435.1260       678.3756         0.0000         0.0000         0.0000          -8800.0947         0.0000     -8800.0947     -8800.0947         0.0000            453.6763       453.0840   1000000.0000       453.6763       453.0840
ENERGY:    2431        60.1451       213.1291       671.1306         9.7360         -10435.2708       678.8650         0.0000         0.0000         0.0000          -8802.2650         0.0000     -8802.2650     -8802.2650         0.0000            452.9582       452.0814   1000000.0000       452.9582       452.0814
ENERGY:    2432        60.2300       213.1232       671.1457         9.7433         -10435.2946       678.8085         0.0000         0.0000         0.0000          -8802.2438         0.0000     -8802.2438     -8802.2438         0.0000            453.0449       452.1956   1000000.0000       453.0449       452.1956
ENERGY:    2433        60.1526       213.1281       671.1321         9.7367         -10435.2737       678.8593         0.0000         0.0000         0.0000          -8802.2650         0.0000     -8802.2650     -8802.2650         0.0000            452.9669       452.0929   1000000.0000       452.9669       452.0929
ENERGY:    2434        60.1474       213.1287       671.1311         9.7362         -10435.2717       678.8633         0.0000         0.0000         0.0000          -8802.2650         0.0000     -8802.2650     -8802.2650         0.0000            452.9609       452.0849   1000000.0000       452.9609       452.0849
ENERGY:    2435        60.1455       213.1290       671.1307         9.7361         -10435.2710       678.8647         0.0000         0.0000         0.0000          -8802.2651         0.0000     -8802.2651     -8802.2651         0.0000            452.9587       452.0821   1000000.0000       452.9587       452.0821
ENERGY:    2436        60.1457       213.1290       671.1307         9.7361         -10435.2711       678.8645         0.0000         0.0000         0.0000          -8802.2650         0.0000     -8802.2650     -8802.2650         0.0000            452.9589       452.0823   1000000.0000       452.9589       452.0823
ENERGY:    2437        60.1455       213.1290       671.1307         9.7361         -10435.2710       678.8647         0.0000         0.0000         0.0000          -8802.2651         0.0000     -8802.2651     -8802.2651         0.0000            452.9587       452.0821   1000000.0000       452.9587       452.0821
ENERGY:    2438        61.0470       214.1539       671.4047        10.0311         -10435.8060       678.6053         0.0000         0.0000         0.0000          -8800.5639         0.0000     -8800.5639     -8800.5639         0.0000            451.1333       449.3052   1000000.0000       451.1333       449.3052
ENERGY:    2439        59.9449       213.2527       671.1953         9.8033         -10435.5983       678.7627         0.0000         0.0000         0.0000          -8802.6393         0.0000     -8802.6393     -8802.6393         0.0000            452.4850       451.3220   1000000.0000       452.4850       451.3220
ENERGY:    2440        59.9556       213.3042       671.2127         9.8217         -10435.6551       678.7415         0.0000         0.0000         0.0000          -8802.6194         0.0000     -8802.6194     -8802.6194         0.0000            452.3643       451.1341   1000000.0000       452.3643       451.1341
ENERGY:    2441        59.9450       213.2574       671.1970         9.8051         -10435.6042       678.7606         0.0000         0.0000         0.0000          -8802.6391         0.0000     -8802.6391     -8802.6391         0.0000            452.4732       451.3034   1000000.0000       452.4732       451.3034
ENERGY:    2442        59.9449       213.2531       671.1955         9.8035         -10435.5988       678.7625         0.0000         0.0000         0.0000          -8802.6393         0.0000     -8802.6393     -8802.6393         0.0000            452.4839       451.3202   1000000.0000       452.4839       451.3202
ENERGY:    2443        60.1269       214.2164       671.5609        10.0148         -10435.0526       677.4707         0.0000         0.0000         0.0000          -8801.6629         0.0000     -8801.6629     -8801.6629         0.0000            455.1753       453.3147   1000000.0000       455.1753       453.3147
ENERGY:    2444        59.6377       213.4186       671.3094         9.8578         -10435.5734       678.2838         0.0000         0.0000         0.0000          -8803.0661         0.0000     -8803.0661     -8803.0661         0.0000            453.5071       452.0928   1000000.0000       453.5071       452.0928
ENERGY:    2445        59.6259       213.4695       671.3319         9.8701         -10435.5481       678.1989         0.0000         0.0000         0.0000          -8803.0517         0.0000     -8803.0517     -8803.0517         0.0000            453.6852       452.2257   1000000.0000       453.6852       452.2257
ENERGY:    2446        59.6359       213.4234       671.3116         9.8590         -10435.5714       678.2753         0.0000         0.0000         0.0000          -8803.0662         0.0000     -8803.0662     -8803.0662         0.0000            453.5249       452.1060   1000000.0000       453.5249       452.1060
ENERGY:    2447        59.6366       213.4217       671.3108         9.8585         -10435.5722       678.2784         0.0000         0.0000         0.0000          -8803.0662         0.0000     -8803.0662     -8803.0662         0.0000            453.5184       452.1012   1000000.0000       453.5184       452.1012
ENERGY:    2448        59.6368       213.4210       671.3105         9.8584         -10435.5725       678.2795         0.0000         0.0000         0.0000          -8803.0662         0.0000     -8803.0662     -8803.0662         0.0000            453.5160       452.0993   1000000.0000       453.5160       452.0993
ENERGY:    2449        59.6369       213.4207       671.3103         9.8583         -10435.5726       678.2801         0.0000         0.0000         0.0000          -8803.0662         0.0000     -8803.0662     -8803.0662         0.0000            453.5148       452.0985   1000000.0000       453.5148       452.0985
ENERGY:    2450        59.6368       213.4210       671.3105         9.8584         -10435.5725       678.2795         0.0000         0.0000         0.0000          -8803.0662         0.0000     -8803.0662     -8803.0662         0.0000            453.5160       452.0993   1000000.0000       453.5160       452.0993
ENERGY:    2451        60.6164       214.3730       671.5160         9.9277         -10435.5542       676.8321         0.0000         0.0000         0.0000          -8802.2889         0.0000     -8802.2889     -8802.2889         0.0000            452.6319       450.6056   1000000.0000       452.6319       450.6056
ENERGY:    2452        59.6493       213.6119       671.3718         9.8684         -10435.7245       677.7292         0.0000         0.0000         0.0000          -8803.4939         0.0000     -8803.4939     -8803.4939         0.0000            453.2527       451.6060   1000000.0000       453.2527       451.6060
ENERGY:    2453        59.6926       213.6632       671.3838         9.8719         -10435.7327       677.6377         0.0000         0.0000         0.0000          -8803.4835         0.0000     -8803.4835     -8803.4835         0.0000            453.2000       451.5149   1000000.0000       453.2000       451.5149
ENERGY:    2454        59.6531       213.6168       671.3729         9.8687         -10435.7255       677.7200         0.0000         0.0000         0.0000          -8803.4940         0.0000     -8803.4940     -8803.4940         0.0000            453.2475       451.5970   1000000.0000       453.2475       451.5970
ENERGY:    2455        59.6514       213.6146       671.3724         9.8686         -10435.7251       677.7241         0.0000         0.0000         0.0000          -8803.4941         0.0000     -8803.4941     -8803.4941         0.0000            453.2498       451.6010   1000000.0000       453.2498       451.6010
ENERGY:    2456        59.6511       213.6142       671.3723         9.8686         -10435.7249       677.7249         0.0000         0.0000         0.0000          -8803.4940         0.0000     -8803.4940     -8803.4940         0.0000            453.2503       451.6018   1000000.0000       453.2503       451.6018
ENERGY:    2457        59.6514       213.6146       671.3724         9.8686         -10435.7251       677.7241         0.0000         0.0000         0.0000          -8803.4941         0.0000     -8803.4941     -8803.4941         0.0000            453.2498       451.6010   1000000.0000       453.2498       451.6010
ENERGY:    2458        61.1824       214.3904       671.7259         9.8939         -10435.9284       675.9459         0.0000         0.0000         0.0000          -8802.7899         0.0000     -8802.7899     -8802.7899         0.0000            452.4170       451.8118   1000000.0000       452.4170       451.8118
ENERGY:    2459        59.8851       213.7528       671.4931         9.8615         -10435.9519       677.0442         0.0000         0.0000         0.0000          -8803.9153         0.0000     -8803.9153     -8803.9153         0.0000            452.9989       451.7423   1000000.0000       452.9989       451.7423
ENERGY:    2460        59.9637       213.7935       671.5144         9.8623         -10435.9717       676.9333         0.0000         0.0000         0.0000          -8803.9045         0.0000     -8803.9045     -8803.9045         0.0000            452.9501       451.7582   1000000.0000       452.9501       451.7582
ENERGY:    2461        59.8925       213.7566       671.4952         9.8615         -10435.9542       677.0331         0.0000         0.0000         0.0000          -8803.9153         0.0000     -8803.9153     -8803.9153         0.0000            452.9941       451.7440   1000000.0000       452.9941       451.7440
ENERGY:    2462        59.8863       213.7534       671.4934         9.8615         -10435.9523       677.0424         0.0000         0.0000         0.0000          -8803.9153         0.0000     -8803.9153     -8803.9153         0.0000            452.9981       451.7426   1000000.0000       452.9981       451.7426
ENERGY:    2463        59.8852       213.7528       671.4931         9.8615         -10435.9519       677.0440         0.0000         0.0000         0.0000          -8803.9153         0.0000     -8803.9153     -8803.9153         0.0000            452.9988       451.7424   1000000.0000       452.9988       451.7424
ENERGY:    2464        59.8851       213.7528       671.4931         9.8615         -10435.9519       677.0442         0.0000         0.0000         0.0000          -8803.9153         0.0000     -8803.9153     -8803.9153         0.0000            452.9989       451.7424   1000000.0000       452.9989       451.7424
ENERGY:    2465        60.9551       213.5512       672.0213         9.7880         -10434.8062       675.0077         0.0000         0.0000         0.0000          -8803.4830         0.0000     -8803.4830     -8803.4830         0.0000            451.6903       450.7336   1000000.0000       451.6903       450.7336
ENERGY:    2466        60.0166       213.5301       671.6989         9.8137         -10435.6169       676.1902         0.0000         0.0000         0.0000          -8804.3674         0.0000     -8804.3674     -8804.3674         0.0000            452.5153       451.3800   1000000.0000       452.5153       451.3800
ENERGY:    2467        60.0708       213.5148       671.7293         9.8090         -10435.5549       676.0710         0.0000         0.0000         0.0000          -8804.3600         0.0000     -8804.3600     -8804.3600         0.0000            452.4399       451.3221   1000000.0000       452.4399       451.3221
ENERGY:    2468        60.0216       213.5284       671.7019         9.8132         -10435.6107       676.1783         0.0000         0.0000         0.0000          -8804.3673         0.0000     -8804.3673     -8804.3673         0.0000            452.5079       451.3744   1000000.0000       452.5079       451.3744
ENERGY:    2469        60.0171       213.5300       671.6992         9.8136         -10435.6163       676.1890         0.0000         0.0000         0.0000          -8804.3674         0.0000     -8804.3674     -8804.3674         0.0000            452.5145       451.3795   1000000.0000       452.5145       451.3795
ENERGY:    2470        60.3866       213.3772       672.1052         9.6878         -10434.1820       674.3549         0.0000         0.0000         0.0000          -8804.2702         0.0000     -8804.2702     -8804.2702         0.0000            451.4042       450.3146   1000000.0000       451.4042       450.3146
ENERGY:    2471        59.9324       213.3370       671.8799         9.7407         -10435.0675       675.3070         0.0000         0.0000         0.0000          -8804.8705         0.0000     -8804.8705     -8804.8705         0.0000            452.0406       450.9227   1000000.0000       452.0406       450.9227
ENERGY:    2472        59.9521       213.3292       671.9011         9.7341         -10434.9920       675.2111         0.0000         0.0000         0.0000          -8804.8644         0.0000     -8804.8644     -8804.8644         0.0000            451.9826       450.8671   1000000.0000       451.9826       450.8671
ENERGY:    2473        59.9341       213.3361       671.8820         9.7400         -10435.0600       675.2974         0.0000         0.0000         0.0000          -8804.8704         0.0000     -8804.8704     -8804.8704         0.0000            452.0349       450.9172   1000000.0000       452.0349       450.9172
ENERGY:    2474        59.9326       213.3369       671.8801         9.7406         -10435.0668       675.3061         0.0000         0.0000         0.0000          -8804.8705         0.0000     -8804.8705     -8804.8705         0.0000            452.0400       450.9221   1000000.0000       452.0400       450.9221
ENERGY:    2475        59.9327       213.3368       671.8803         9.7406         -10435.0661       675.3052         0.0000         0.0000         0.0000          -8804.8705         0.0000     -8804.8705     -8804.8705         0.0000            452.0395       450.9216   1000000.0000       452.0395       450.9216
ENERGY:    2476        59.9326       213.3369       671.8801         9.7406         -10435.0668       675.3061         0.0000         0.0000         0.0000          -8804.8705         0.0000     -8804.8705     -8804.8705         0.0000            452.0400       450.9221   1000000.0000       452.0400       450.9221
ENERGY:    2477        59.8725       213.7339       672.2178         9.7246         -10433.7789       673.3345         0.0000         0.0000         0.0000          -8804.8957         0.0000     -8804.8957     -8804.8957         0.0000            451.3039       450.2454   1000000.0000       451.3039       450.2454
ENERGY:    2478        61.7312       215.0286       672.6388         9.8134         -10431.4980       671.4974         0.0000         0.0000         0.0000          -8800.7885         0.0000     -8800.7885     -8800.7885         0.0000            450.1629       449.1944   1000000.0000       450.1629       449.1944
ENERGY:    2479        59.6641       213.4261       672.0407         9.7194         -10434.5417       674.3005         0.0000         0.0000         0.0000          -8805.3909         0.0000     -8805.3909     -8805.3909         0.0000            451.7208       450.6294   1000000.0000       451.7208       450.6294
ENERGY:    2480        59.6640       213.4470       672.0575         9.7188         -10434.4771       674.2030         0.0000         0.0000         0.0000          -8805.3868         0.0000     -8805.3868     -8805.3868         0.0000            451.6835       450.5950   1000000.0000       451.6835       450.5950
ENERGY:    2481        59.6639       213.4281       672.0424         9.7193         -10434.5355       674.2907         0.0000         0.0000         0.0000          -8805.3911         0.0000     -8805.3911     -8805.3911         0.0000            451.7171       450.6259   1000000.0000       451.7171       450.6259
ENERGY:    2482        59.6639       213.4278       672.0421         9.7193         -10434.5363       674.2919         0.0000         0.0000         0.0000          -8805.3911         0.0000     -8805.3911     -8805.3911         0.0000            451.7175       450.6263   1000000.0000       451.7175       450.6263
ENERGY:    2483        59.6640       213.4277       672.0420         9.7193         -10434.5370       674.2928         0.0000         0.0000         0.0000          -8805.3912         0.0000     -8805.3912     -8805.3912         0.0000            451.7178       450.6266   1000000.0000       451.7178       450.6266
ENERGY:    2484        59.6640       213.4275       672.0419         9.7193         -10434.5374       674.2936         0.0000         0.0000         0.0000          -8805.3912         0.0000     -8805.3912     -8805.3912         0.0000            451.7181       450.6269   1000000.0000       451.7181       450.6269
ENERGY:    2485        59.6640       213.4277       672.0420         9.7193         -10434.5370       674.2928         0.0000         0.0000         0.0000          -8805.3912         0.0000     -8805.3912     -8805.3912         0.0000            451.7178       450.6266   1000000.0000       451.7178       450.6266
ENERGY:    2486       244.1007       257.4410       673.3188        13.4806         -10440.5922       676.7937         0.0000         0.0000         0.0000          -8575.4574         0.0000     -8575.4574     -8575.4574         0.0000            449.2077       441.5275   1000000.0000       449.2077       441.5275
ENERGY:    2487        61.0454       213.5041       671.9873         9.8201         -10435.2198       674.3201         0.0000         0.0000         0.0000          -8804.5428         0.0000     -8804.5428     -8804.5428         0.0000            452.4385       450.8823   1000000.0000       452.4385       450.8823
ENERGY:    2488        59.6993       213.3467       672.0195         9.7456         -10434.7624       674.2962         0.0000         0.0000         0.0000          -8805.6551         0.0000     -8805.6551     -8805.6551         0.0000            451.9774       450.7387   1000000.0000       451.9774       450.7387
ENERGY:    2489       129.7403       245.2732       674.5943        15.7831         -10445.1890       679.4685         0.0000         0.0000         0.0000          -8700.3295         0.0000     -8700.3295     -8700.3295         0.0000            463.8073       458.3284   1000000.0000       463.8073       458.3284
ENERGY:    2490        60.9314       213.0755       672.0149         9.8852         -10436.1268       674.4122         0.0000         0.0000         0.0000          -8805.8076         0.0000     -8805.8076     -8805.8076         0.0000            453.5425       451.9686   1000000.0000       453.5425       451.9686
